# Theoretical BHMF at redshift 5. Liu & Inayoshi (2024). 
# Parameters: n_0h = 1e-2 Mpc-3, n_0l = 1e1 Mpc-3
# Data explanation: M_BH [M_sun], black hole mass measured in solar masses; Phi_h [Mpc-3 dex-1], BHMF (unobscured + obscured) of heavy-seed BHs; Phi_l [Mpc-3 dex-1], BHMF (unobscured + obscured) of light-seed BHs.
M_BH, Phi_h, Phi_l
6.095368972401692176e+00, 0.000000000000000000e+00, 1.634299611295159622e-17
6.237348354824193031e+00, 0.000000000000000000e+00, 2.314444079889056328e-17
6.382634861905487789e+00, 0.000000000000000000e+00, 3.272156065966805269e-17
6.531305526474724843e+00, 0.000000000000000000e+00, 4.618425772839601055e-17
6.683439175686147316e+00, 0.000000000000000000e+00, 6.507690808398165273e-17
6.839116472814295022e+00, 0.000000000000000000e+00, 9.154469503674522453e-17
6.998419960022734365e+00, 0.000000000000000000e+00, 1.285621512871964875e-16
7.161434102129020651e+00, 0.000000000000000000e+00, 1.802466113218098741e-16
7.328245331389041439e+00, 0.000000000000000000e+00, 2.522873469878574367e-16
7.498942093324558300e+00, 0.000000000000000000e+00, 3.525320227330907093e-16
7.673614893618189825e+00, 0.000000000000000000e+00, 4.917867000664333814e-16
7.852356346100718198e+00, 0.000000000000000000e+00, 6.849051862862658088e-16
8.035261221856174529e+00, 0.000000000000000000e+00, 9.522697041161387888e-16
8.222426499470712358e+00, 0.000000000000000000e+00, 1.321799826748972798e-15
8.413951416451952880e+00, 0.000000000000000000e+00, 1.831673235472521619e-15
8.609937521846008579e+00, 0.000000000000000000e+00, 2.534003872697698256e-15
8.810488730080141551e+00, 0.000000000000000000e+00, 3.499805412365511053e-15
9.015711376059570625e+00, 0.000000000000000000e+00, 4.825677108529539292e-15
9.225714271547630574e+00, 0.000000000000000000e+00, 6.642793445254382578e-15
9.440608762859234560e+00, 0.000000000000000000e+00, 9.128969597977877131e-15
9.660508789898132775e+00, 0.000000000000000000e+00, 1.252482583519267730e-14
9.885530946569389243e+00, 0.000000000000000000e+00, 1.715540423213862271e-14
1.011579454259898547e+01, 0.000000000000000000e+00, 2.345902450547536117e-14
1.035142166679343845e+01, 0.000000000000000000e+00, 3.202573356725538251e-14
1.059253725177289063e+01, 0.000000000000000000e+00, 4.364844571204386868e-14
1.083926914021203736e+01, 0.000000000000000000e+00, 5.939083894686310595e-14
1.109174815262401381e+01, 0.000000000000000000e+00, 8.067733436844949252e-14
1.135010815672315232e+01, 0.000000000000000000e+00, 1.094121249384901299e-13
1.161448613840342858e+01, 0.000000000000000000e+00, 1.481363466644926561e-13
1.188502227437018632e+01, 0.000000000000000000e+00, 2.002352383708992994e-13
1.216186000646368193e+01, 0.000000000000000000e+00, 2.702106935743597417e-13
1.244514611771385404e+01, 0.000000000000000000e+00, 3.640391951104629749e-13
1.273503081016662009e+01, 0.000000000000000000e+00, 4.896410266591029812e-13
1.303166778452299823e+01, 0.000000000000000000e+00, 6.574942377878396489e-13
1.333521432163324327e+01, 0.000000000000000000e+00, 8.814365586463701636e-13
1.364583136588925072e+01, 0.000000000000000000e+00, 1.179710894761197946e-12
1.396368361055938223e+01, 0.000000000000000000e+00, 1.576325907525780963e-12
1.428893958511103435e+01, 0.000000000000000000e+00, 2.102823414305384767e-12
1.462177174456718021e+01, 0.000000000000000000e+00, 2.800570064574715678e-12
1.496235656094433253e+01, 0.000000000000000000e+00, 3.723723393014104453e-12
1.531087461682029982e+01, 0.000000000000000000e+00, 4.943063694586028430e-12
1.566751070108148980e+01, 0.000000000000000000e+00, 6.550935425231620808e-12
1.603245390690041461e+01, 0.000000000000000000e+00, 8.667607749209403928e-12
1.640589773199539181e+01, 0.000000000000000000e+00, 1.144944683615106960e-11
1.678804018122560393e+01, 0.000000000000000000e+00, 1.509939675673518627e-11
1.717908387157588379e+01, 0.000000000000000000e+00, 1.988039652321012211e-11
1.757923613958692499e+01, 0.000000000000000000e+00, 2.613252434047486287e-11
1.798870915128788184e+01, 0.000000000000000000e+00, 3.429486430115137604e-11
1.840772001468955921e+01, 0.000000000000000000e+00, 4.493334515576941090e-11
1.883649089489800943e+01, 0.000000000000000000e+00, 5.877611710652211286e-11
1.927524913190936218e+01, 0.000000000000000000e+00, 7.675842508972489220e-11
1.972422736114853947e+01, 0.000000000000000000e+00, 1.000794230467669062e-10
2.018366363681561282e+01, 0.000000000000000000e+00, 1.302739742679064938e-10
2.065380155810529672e+01, 0.000000000000000000e+00, 1.693032234974447640e-10
2.113489039836647265e+01, 0.000000000000000000e+00, 2.196686377569890748e-10
2.162718523727020781e+01, 0.000000000000000000e+00, 2.845553318983075699e-10
2.213094709605638499e+01, 0.000000000000000000e+00, 3.680118659317181359e-10
2.264644307593060191e+01, 0.000000000000000000e+00, 4.751753777315050459e-10
2.317394649968479214e+01, 0.000000000000000000e+00, 6.125529601103569281e-10
2.371373705661655862e+01, 0.000000000000000000e+00, 7.883726815107042349e-10
2.426610095082416407e+01, 0.000000000000000000e+00, 1.013020674948516373e-09
2.483133105295571141e+01, 0.000000000000000000e+00, 1.299584386990045765e-09
2.540972705549306099e+01, 0.000000000000000000e+00, 1.664526514600984332e-09
2.600159563165271592e+01, 0.000000000000000000e+00, 2.128519511374568723e-09
2.660725059798809156e+01, 0.000000000000000000e+00, 2.717476992184493877e-09
2.722701308077912330e+01, 0.000000000000000000e+00, 3.463826112514024663e-09
2.786121168629770395e+01, 0.000000000000000000e+00, 4.408074287288771966e-09
2.851018267503908987e+01, 0.000000000000000000e+00, 5.600734725789919652e-09
2.917427014001166796e+01, 0.000000000000000000e+00, 7.104688520743664552e-09
2.985382618917959618e+01, 0.000000000000000000e+00, 8.998076823912857028e-09
3.054921113215513273e+01, 0.000000000000000000e+00, 1.137783540456667211e-08
3.126079367123955066e+01, 0.000000000000000000e+00, 1.436400613174966591e-08
3.198895109691398275e+01, 0.000000000000000000e+00, 1.810498622755887329e-08
3.273406948788382209e+01, 0.000000000000000000e+00, 2.278390717954403614e-08
3.349654391578277313e+01, 0.000000000000000000e+00, 2.862637173816813715e-08
3.427677865464503526e+01, 0.000000000000000000e+00, 3.590982033395379470e-08
3.507518739525680473e+01, 0.000000000000000000e+00, 4.497484851654561443e-08
3.589219346450052939e+01, 0.000000000000000000e+00, 5.623885577099653498e-08
3.672823004980847372e+01, 0.000000000000000000e+00, 7.021247455845416162e-08
3.758374042884442900e+01, 0.000000000000000000e+00, 8.751930808531015078e-08
3.845917820453536251e+01, 0.000000000000000000e+00, 1.089195977225527264e-07
3.935500754557775593e+01, 0.000000000000000000e+00, 1.353385479321137966e-07
4.027170343254591955e+01, 0.000000000000000000e+00, 1.679001599867279592e-07
4.120975190973302915e+01, 0.000000000000000000e+00, 2.079675678888070149e-07
4.216965034285824032e+01, 0.000000000000000000e+00, 2.571910330446364432e-07
4.315190768277653177e+01, 0.000000000000000000e+00, 3.175649411636377883e-07
4.415704473533126873e+01, 0.000000000000000000e+00, 3.914953582503558616e-07
4.518559443749224869e+01, 0.000000000000000000e+00, 4.818799457328538424e-07
4.623810213992604901e+01, 0.000000000000000000e+00, 5.922023108732413485e-07
4.731512589614803943e+01, 0.000000000000000000e+00, 7.266431815184877121e-07
4.841723675840992769e+01, 0.000000000000000000e+00, 8.902111474776914903e-07
4.954501908047901537e+01, 0.000000000000000000e+00, 1.088896108759487361e-06
5.069907082747043603e+01, 0.000000000000000000e+00, 1.329849017732097982e-06
5.188000389289611292e+01, 0.000000000000000000e+00, 1.621592002286425951e-06
5.308844442309883505e+01, 0.000000000000000000e+00, 1.974263515263708240e-06
5.432503314924332471e+01, 0.000000000000000000e+00, 2.399903776315057957e-06
5.559042572704036189e+01, 0.000000000000000000e+00, 2.912786460364116907e-06
5.688529308438415200e+01, 0.000000000000000000e+00, 3.529803347972530653e-06
5.821032177708714528e+01, 0.000000000000000000e+00, 4.270909489915765501e-06
5.956621435290104927e+01, 0.000000000000000000e+00, 5.159637357489067082e-06
6.095368972401692531e+01, 0.000000000000000000e+00, 6.223689454810028074e-06
6.237348354824193564e+01, 0.000000000000000000e+00, 7.495619962816820191e-06
6.382634861905487611e+01, 0.000000000000000000e+00, 9.013617171875601790e-06
6.531305526474724843e+01, 0.000000000000000000e+00, 1.082239974010624952e-05
6.683439175686147848e+01, 0.000000000000000000e+00, 1.297424119418068774e-05
6.839116472814295378e+01, 0.000000000000000000e+00, 1.553013856230254036e-05
6.998419960022735609e+01, 0.000000000000000000e+00, 1.856114260071908226e-05
7.161434102129022961e+01, 0.000000000000000000e+00, 2.214986874019825568e-05
7.328245331389042860e+01, 0.000000000000000000e+00, 2.639220963041586428e-05
7.498942093324561142e+01, 0.000000000000000000e+00, 3.139927199902705675e-05
7.673614893618191957e+01, 0.000000000000000000e+00, 3.729956245042842527e-05
7.852356346100721396e+01, 0.000000000000000000e+00, 4.424144880698797146e-05
8.035261221856174529e+01, 0.000000000000000000e+00, 5.239592561347984726e-05
8.222426499470714134e+01, 0.000000000000000000e+00, 6.195971448610255972e-05
8.413951416451949683e+01, 0.000000000000000000e+00, 7.315873204752697354e-05
8.609937521846005382e+01, 0.000000000000000000e+00, 8.625196025195673740e-05
8.810488730080140840e+01, 0.000000000000000000e+00, 1.015357559039275961e-04
9.015711376059569204e+01, 0.000000000000000000e+00, 1.193486381317269404e-04
9.225714271547631995e+01, 0.000000000000000000e+00, 1.400765943857975985e-04
9.440608762859234560e+01, 0.000000000000000000e+00, 1.641589472386382445e-04
9.660508789898133841e+01, 0.000000000000000000e+00, 1.920948257318984059e-04
9.885530946569389243e+01, 0.000000000000000000e+00, 2.244502862588650084e-04
1.011579454259898654e+02, 0.000000000000000000e+00, 2.618661289346558966e-04
1.035142166679344484e+02, 0.000000000000000000e+00, 3.050664559917736331e-04
1.059253725177289027e+02, 0.000000000000000000e+00, 3.548680188973813180e-04
1.083926914021204198e+02, 0.000000000000000000e+00, 4.121904006219272837e-04
1.109174815262401239e+02, 0.000000000000000000e+00, 4.780670786280027517e-04
1.135010815672314664e+02, 0.000000000000000000e+00, 5.536574126504709105e-04
1.161448613840342858e+02, 0.000000000000000000e+00, 6.402595992702410799e-04
1.188502227437018064e+02, 0.000000000000000000e+00, 7.393246322833295055e-04
1.216186000646368228e+02, 0.000000000000000000e+00, 8.524713041964132208e-04
1.244514611771384693e+02, 0.000000000000000000e+00, 9.815022795355069201e-04
1.273503081016662151e+02, 0.000000000000000000e+00, 1.128421265010629004e-03
1.303166778452299184e+02, 0.000000000000000000e+00, 1.295451295078522145e-03
1.333521432163324221e+02, 0.000000000000000000e+00, 1.485054143528439325e-03
1.364583136588924219e+02, 0.000000000000000000e+00, 1.699950863156529960e-03
1.396368361055938010e+02, 0.000000000000000000e+00, 1.943143445375549198e-03
1.428893958511102653e+02, 0.000000000000000000e+00, 2.217937580476651242e-03
1.462177174456718660e+02, 0.000000000000000000e+00, 2.527966486852076863e-03
1.496235656094433466e+02, 0.000000000000000000e+00, 2.877215764006178008e-03
1.531087461682030835e+02, 0.000000000000000000e+00, 3.270049208951413596e-03
1.566751070108149122e+02, 0.000000000000000000e+00, 3.711235520067454607e-03
1.603245390690042314e+02, 0.000000000000000000e+00, 4.205975795251214525e-03
1.640589773199539252e+02, 0.000000000000000000e+00, 4.759931712722776861e-03
1.678804018122561104e+02, 0.000000000000000000e+00, 5.379254264361140597e-03
1.717908387157588379e+02, 0.000000000000000000e+00, 6.070612890984995388e-03
1.757923613958693352e+02, 0.000000000000000000e+00, 6.841224849041420419e-03
1.798870915128787829e+02, 0.000000000000000000e+00, 7.698884616100744663e-03
1.840772001468956773e+02, 0.000000000000000000e+00, 8.651993122517135509e-03
1.883649089489800588e+02, 0.000000000000000000e+00, 9.709586573979175905e-03
1.927524913190937355e+02, 0.000000000000000000e+00, 1.088136460911672161e-02
1.972422736114854160e+02, 0.000000000000000000e+00, 1.217771751457777558e-02
2.018366363681562348e+02, 0.000000000000000000e+00, 1.360975220148862019e-02
2.065380155810529743e+02, 0.000000000000000000e+00, 1.518931662557500457e-02
2.113489039836646270e+02, 0.000000000000000000e+00, 1.692902231839169339e-02
2.162718523727020852e+02, 0.000000000000000000e+00, 1.884226467754560735e-02
2.213094709605637149e+02, 0.000000000000000000e+00, 2.094324065426225734e-02
2.264644307593060262e+02, 0.000000000000000000e+00, 2.324696345915116050e-02
2.317394649968478006e+02, 0.000000000000000000e+00, 2.576927390487944794e-02
2.371373705661656004e+02, 0.000000000000000000e+00, 2.852684799213131214e-02
2.426610095082415057e+02, 0.000000000000000000e+00, 3.153720034819272600e-02
2.483133105295571283e+02, 0.000000000000000000e+00, 3.481868312558899364e-02
2.540972705549304749e+02, 0.000000000000000000e+00, 3.839047997563322517e-02
2.600159563165273084e+02, 0.000000000000000000e+00, 4.227259472032761367e-02
2.660725059798809298e+02, 0.000000000000000000e+00, 4.648583436399730123e-02
2.722701308077913609e+02, 0.000000000000000000e+00, 5.105178609879360008e-02
2.786121168629770182e+02, 0.000000000000000000e+00, 5.599278799138595469e-02
2.851018267503910693e+02, 0.000000000000000000e+00, 6.133189306172243810e-02
2.917427014001166867e+02, 1.850825169854991285e-18, 6.709282650117445734e-02
2.985382618917961395e+02, 1.140059125370837586e-17, 7.329993581727210772e-02
3.054921113215513628e+02, 5.945322862728063895e-17, 7.997813374313345047e-02
3.126079367123956558e+02, 2.740446781737276499e-16, 8.715283378381349921e-02
3.198895109691398488e+02, 1.127709958203808038e-15, 9.484987835592750827e-02
3.273406948788383488e+02, 4.166592441691644449e-15, 1.030954594955205139e-01
3.349654391578276886e+02, 1.389578986486521775e-14, 1.119160322195412588e-01
3.427677865464506226e+02, 4.206788152329648610e-14, 1.213382206503507144e-01
3.507518739525680189e+02, 1.163108372076861047e-13, 1.313887171204129733e-01
3.589219346450054218e+02, 2.955965087179942562e-13, 1.420941745104100651e-01
3.672823004980847372e+02, 6.951952545065879093e-13, 1.534810921892388602e-01
3.758374042884440769e+02, 1.523327268851407346e-12, 1.655756959650715454e-01
3.845917820453536820e+02, 3.130824672977883135e-12, 1.784038125517954376e-01
3.935500754557773462e+02, 6.074118198658269974e-12, 1.919907391327558832e-01
4.027170343254592240e+02, 1.119117742884963163e-11, 2.063611086591681520e-01
4.120975190973301210e+02, 1.968996496582320203e-11, 2.215387516217476038e-01
4.216965034285823890e+02, 3.324967855138439512e-11, 2.375465550772225265e-01
4.315190768277651614e+02, 5.413680417765080457e-11, 2.544063197786083919e-01
4.415704473533126588e+02, 8.534143400367720565e-11, 2.721386163437180539e-01
4.518559443749222737e+02, 1.307454892677736036e-10, 2.907626414011145743e-01
4.623810213992605327e+02, 1.953444416658906478e-10, 3.102960747509653783e-01
4.731512589614804369e+02, 2.855579673163700789e-10, 3.307549385692489241e-01
4.841723675840995611e+02, 4.096814168806043478e-10, 3.521534597349617601e-01
4.954501908047901679e+02, 5.785468286456554000e-10, 3.745039363798246534e-01
5.069907082747045592e+02, 8.064776038326729714e-10, 3.978166097648719868e-01
5.188000389289611576e+02, 1.112634537744463420e-09, 4.220995425465713380e-01
5.308844442309886063e+02, 1.522863652603327202e-09, 4.473585045575107499e-01
5.432503314924331335e+02, 2.072169312044393756e-09, 4.735968671294486509e-01
5.559042572704038321e+02, 2.807949380958461761e-09, 5.008155069683606353e-01
5.688529308438414773e+02, 3.794141390293760455e-09, 5.290127205440834368e-01
5.821032177708717654e+02, 5.116437974584720115e-09, 5.581841499007048624e-01
5.956621435290105637e+02, 6.888734878204371088e-09, 5.883227207053944863e-01
6.095368972401695373e+02, 9.260974754172552526e-09, 6.194185932405894546e-01
6.237348354824192711e+02, 1.242854415898311471e-08, 6.514591270359022523e-01
6.382634861905492016e+02, 1.664336878834741140e-08, 6.844288596112819700e-01
6.531305526474724275e+02, 2.222683233438512275e-08, 7.183094997672603288e-01
6.683439175686144154e+02, 2.958461677988933364e-08, 7.530799357441126940e-01
6.839116472814295093e+02, 3.922352566105031858e-08, 7.887162583719726783e-01
6.998419960022732766e+02, 5.177030531176976043e-08, 8.251917992924489020e-01
7.161434102129021539e+02, 6.799242060938518068e-08, 8.624771840959167823e-01
7.328245331389040302e+02, 8.882067079123641780e-08, 9.005404002218186932e-01
7.498942093324560574e+02, 1.153734492143999583e-07, 9.393468791860918321e-01
7.673614893618188262e+02, 1.489823623043963706e-07, 9.788595926470514685e-01
7.852356346100721112e+02, 1.912188323750810776e-07, 1.019039161779165203e+00
8.035261221856170550e+02, 2.439212218621564147e-07, 1.059843979040486328e+00
8.222426499470715271e+02, 3.092219384176651183e-07, 1.101230341686338488e+00
8.413951416451949399e+02, 3.895739163945277020e-07, 1.143152595877401811e+00
8.609937521846010213e+02, 4.877758257511406519e-07, 1.185563290537974268e+00
8.810488730080140840e+02, 6.069953378979047882e-07, 1.228413339636417856e+00
9.015711376059573468e+02, 7.507897819880487538e-07, 1.271652191902544526e+00
9.225714271547631142e+02, 9.231235540168044966e-07, 1.315228006592449539e+00
9.440608762859238823e+02, 1.128381693271476651e-06, 1.359087834130381589e+00
9.660508789898134410e+02, 1.371379112598934823e-06, 1.403177800275658083e+00
9.885530946569393791e+02, 1.657365057363128517e-06, 1.447443292570867346e+00
1.011579454259898625e+03, 1.992022469425839279e-06, 1.491829147775295406e+00
1.035142166679344427e+03, 2.381462044298942009e-06, 1.536279838952554488e+00
1.059253725177288970e+03, 2.832210889915005829e-06, 1.580739661144190622e+00
1.083926914021204311e+03, 3.351195820037944822e-06, 1.625152914319931474e+00
1.109174815262401353e+03, 3.945721440831904972e-06, 1.669464082519117154e+00
1.135010815672315857e+03, 4.623443310581459581e-06, 1.713618008288100070e+00
1.161448613840342887e+03, 5.392336563542364291e-06, 1.757560061177164457e+00
1.188502227437019201e+03, 6.260660490310458410e-06, 1.801236299823595344e+00
1.216186000646368257e+03, 7.236919649323520560e-06, 1.844593626382801554e+00
1.244514611771384580e+03, 8.329822154613334822e-06, 1.887579933143978650e+00
1.273503081016662009e+03, 9.548235830005360946e-06, 1.930144240235464714e+00
1.303166778452299013e+03, 1.090114295270210272e-05, 1.972236824446135017e+00
1.333521432163324562e+03, 1.239759431421225885e-05, 2.013809338336077115e+00
1.364583136588924162e+03, 1.404666332117765918e-05, 2.054814919756061897e+00
1.396368361055938067e+03, 1.585740082790202204e-05, 2.095208291227474096e+00
1.428893958511102710e+03, 1.783879135591989162e-05, 2.134945849439376264e+00
1.462177174456718831e+03, 1.999971129865566643e-05, 2.173985744566216738e+00
1.496235656094433352e+03, 2.234888964956679088e-05, 2.212287949621514205e+00
1.531087461682030835e+03, 2.489487172131927349e-05, 2.249814319986283895e+00
1.566751070108148951e+03, 2.764598624632657732e-05, 2.286528643254729598e+00
1.603245390690042086e+03, 3.061031617016817143e-05, 2.322396679666135277e+00
1.640589773199539195e+03, 3.379567337083256776e-05, 2.357386193546457953e+00
1.678804018122561274e+03, 3.720957745529628318e-05, 2.391466975872158063e+00
1.717908387157588095e+03, 4.085923871980268358e-05, 2.424610858640455113e+00
1.757923613958693522e+03, 4.475154528646100297e-05, 2.456791721218691826e+00
1.798870915128788056e+03, 4.889305437234243128e-05, 2.487985489254944671e+00
1.840772001468956887e+03, 5.328998758813733113e-05, 2.518170126528873176e+00
1.883649089489800872e+03, 5.794823011331317827e-05, 2.547325620235216803e+00
1.927524913190937241e+03, 6.287333355346114334e-05, 2.575433960238347808e+00
1.972422736114853933e+03, 6.807052224070419026e-05, 2.602479112565390551e+00
2.018366363681562461e+03, 7.354470272295035853e-05, 2.628446987902842036e+00
2.065380155810529686e+03, 7.930047615401345136e-05, 2.653325405337707998e+00
2.113489039836648317e+03, 8.534215328845287803e-05, 2.677104051853667510e+00
2.162718523727020965e+03, 9.167377177375036416e-05, 2.699774438026394385e+00
2.213094709605637036e+03, 9.829911543223107705e-05, 2.721329850429388575e+00
2.264644307593060148e+03, 1.052217352170328719e-04, 2.741765301075882899e+00
2.317394649968478461e+03, 1.124449715304207245e-04, 2.761077474215016370e+00
2.371373705661656004e+03, 1.199719776104772920e-04, 2.779264671053613078e+00
2.426610095082415228e+03, 1.278057436989938408e-04, 2.796326752721979059e+00
2.483133105295571113e+03, 1.359491217067409401e-04, 2.812265081557784541e+00
2.540972705549304919e+03, 1.444048501435203549e-04, 2.827082461468069408e+00
2.600159563165273084e+03, 1.531755790644210029e-04, 2.840783077295402581e+00
2.660725059798809070e+03, 1.622638948219469826e-04, 2.853372433626479410e+00
2.722701308077913382e+03, 1.716723444306757045e-04, 2.864857293372279567e+00
2.786121168629770182e+03, 1.814034593452028634e-04, 2.875245616126545389e+00
2.851018267503910465e+03, 1.914597784996982706e-04, 2.884546496839741181e+00
2.917427014001167208e+03, 2.018438704300278583e-04, 2.892770104669430964e+00
2.985382618917961281e+03, 2.125583543551817062e-04, 2.899927622527169735e+00
3.054921113215513287e+03, 2.236059200644954141e-04, 2.906031187205700750e+00
3.126079367123956672e+03, 2.349893464991681532e-04, 2.911093830425512508e+00
3.198895109691398375e+03, 2.467115189022721605e-04, 2.915129420801957139e+00
3.273406948788383943e+03, 2.587754444475967152e-04, 2.918152607050311431e+00
