# Theoretical AGN LF at redshift 5. Liu & Inayoshi (2024). 
# Parameters: n_0h = 1e-3 Mpc-3, n_0l = 1e1 Mpc-3
# Data explanation: M_1450 [mag], UV magnitude at 1450 Angstrom; Phi_h [Mpc-3 mag-1], unobscured AGN LF of heavy-seed BHs; Phi_l [Mpc-3 mag-1], unobscured AGN LF of light-seed BHs; Phi_h_intrinsic [Mpc-3 mag-1], intrinsic (unobscured+obscured) AGN LF of heavy-seed BHs; Phi_l_intrinsic [Mpc-3 mag-1], intrinsic (unobscured+obscured) AGN LF of light-seed BHs.
M_1450, Phi_h, Phi_l, Phi_h_intrinsic, Phi_l_intrinsic
-1.381470588235294272e+01, 2.618555991711762898e-05, 2.939683419575072829e-02, 1.636597494819869159e-04, 1.837302137234420318e-01
-1.365588235294117858e+01, 2.559928648711295995e-05, 3.285922773701863836e-02, 1.599955405444386525e-04, 2.053701733563664533e-01
-1.349705882352941266e+01, 2.489985968311125841e-05, 3.658004104688857699e-02, 1.556241230194488345e-04, 2.286252565430535733e-01
-1.333823529411764852e+01, 2.409755545336456084e-05, 4.055407603841813119e-02, 1.506097215835389136e-04, 2.534629752401132974e-01
-1.317941176470588438e+01, 2.318741646990113425e-05, 4.477210921661715914e-02, 1.449213529368664766e-04, 2.798256826038572065e-01
-1.302058823529411846e+01, 2.219594666574148389e-05, 4.922027721063512717e-02, 1.387246666608721313e-04, 3.076267325664694963e-01
-1.286176470588235432e+01, 2.113203618416686913e-05, 5.387755159328141974e-02, 1.320752261510516057e-04, 3.367346974580088248e-01
-1.270294117647059018e+01, 1.999328990009985318e-05, 5.871933700794581407e-02, 1.249580618756240824e-04, 3.669958562996613050e-01
-1.254411764705882426e+01, 1.881747427358304581e-05, 6.371495384993403066e-02, 1.176092142099460780e-04, 3.982184615620876222e-01
-1.238529411764706012e+01, 1.760693575428295965e-05, 6.882538795780802909e-02, 1.100433484643170701e-04, 4.301586747363000951e-01
-1.222647058823529598e+01, 1.636566762980296019e-05, 7.401199562086856198e-02, 1.022854226862546234e-04, 4.625749726304285159e-01
-1.206764705882353006e+01, 1.513022855158252522e-05, 7.922847316220861524e-02, 9.456392844736649650e-05, 4.951779572638037585e-01
-1.190882352941176592e+01, 1.389828556974670448e-05, 8.442065013273954144e-02, 8.686428481097241416e-05, 5.276290633296220056e-01
-1.175000000000000178e+01, 1.268009158290894778e-05, 8.954402105944989088e-02, 7.925057239321908753e-05, 5.596501316215617416e-01
-1.159117647058823586e+01, 1.150166063346169665e-05, 9.454160389676459497e-02, 7.188537895908009290e-05, 5.908850243547786318e-01
-1.143235294117647172e+01, 1.035880484376305866e-05, 9.935513260620501552e-02, 6.474253027355381107e-05, 6.209695787887813401e-01
-1.127352941176470758e+01, 9.264243162276919463e-06, 1.039425300034569066e-01, 5.790151976414747992e-05, 6.496408125216056595e-01
-1.111470588235294166e+01, 8.232364893834276387e-06, 1.082454377843411336e-01, 5.145228058645034963e-05, 6.765339861521318943e-01
-1.095588235294117752e+01, 7.257261517595869904e-06, 1.122135229518251565e-01, 4.535788448500888137e-05, 7.013345184489071515e-01
-1.079705882352941337e+01, 6.351442671206908308e-06, 1.158142979205329243e-01, 3.969651669510909642e-05, 7.238393620033306552e-01
-1.063823529411764746e+01, 5.518873709406402206e-06, 1.189935692837964382e-01, 3.449296068369633872e-05, 7.437098080237276587e-01
-1.047941176470588331e+01, 4.752352320350206050e-06, 1.217187165790654391e-01, 2.970220200215756279e-05, 7.607419786191588207e-01
-1.032058823529411917e+01, 4.061919060119323355e-06, 1.239679588835635171e-01, 2.538699412579781267e-05, 7.747997430222718362e-01
-1.016176470588235325e+01, 3.443625725130239346e-06, 1.256906764797034448e-01, 2.152266078192521803e-05, 7.855667279981464191e-01
-1.000294117647058911e+01, 2.889493874641546611e-06, 1.268793286740078907e-01, 1.805933671661374973e-05, 7.929958042125491158e-01
-9.844117647058824971e+00, 2.405853351983289201e-06, 1.275173085138771867e-01, 1.503658344992331308e-05, 7.969831782117322572e-01
-9.685294117647059053e+00, 1.983802866395434350e-06, 1.275534338497389952e-01, 1.239876791503391473e-05, 7.972089615608685120e-01
-9.526470588235294912e+00, 1.616803612103367982e-06, 1.270134964766096997e-01, 1.010502257547951643e-05, 7.938343529788105535e-01
-9.367647058823530770e+00, 1.305705397608436513e-06, 1.258772873207762710e-01, 8.160658735101300465e-06, 7.867330457548515898e-01
-9.208823529411766629e+00, 1.041531119488903201e-06, 1.240900938201576625e-01, 6.509569496881972839e-06, 7.755630863759852556e-01
-9.050000000000002487e+00, 8.193445771714769066e-07, 1.217239007690844588e-01, 5.120903607380711264e-06, 7.607743798067777563e-01
-8.891176470588236569e+00, 6.364770259587038126e-07, 1.187395516906161186e-01, 3.977981412273123851e-06, 7.421221980663506024e-01
-8.732352941176472427e+00, 4.860573657450295570e-07, 1.151101838551010087e-01, 3.037858535837045793e-06, 7.194386490943812662e-01
-8.573529411764708286e+00, 3.643897173444266002e-07, 1.109289026340895684e-01, 2.277435733333277312e-06, 6.933056414630597297e-01
-8.414705882352942368e+00, 2.679771011343534681e-07, 1.061575829247957681e-01, 1.674856882183384243e-06, 6.634848932799733978e-01
-8.255882352941178226e+00, 1.920756668716272486e-07, 1.008178750366924420e-01, 1.200472917850525789e-06, 6.301117189793277173e-01
-8.097058823529414084e+00, 1.339868804933752600e-07, 9.501735953229993592e-02, 8.374180030523703522e-07, 5.938584970768745475e-01
-7.938235294117648166e+00, 9.060661260162916619e-08, 8.873493984355290687e-02, 5.662913288295712277e-07, 5.545933740222055430e-01
-7.779411764705884025e+00, 5.882225867503976247e-08, 8.206223494975652122e-02, 3.676391167051207276e-07, 5.128889684359781986e-01
-7.620588235294119883e+00, 3.660437662700299910e-08, 7.511875756473865295e-02, 2.287773538944826157e-07, 4.694922347796164908e-01
-7.461764705882353965e+00, 2.163294669788040636e-08, 6.791458107057310456e-02, 1.352059169623665014e-07, 4.244661316910818272e-01
-7.302941176470589824e+00, 1.196066680420049266e-08, 6.062108660500649393e-02, 7.475416757829478343e-08, 3.788817912812905142e-01
-7.144117647058825682e+00, 6.177695383025039177e-09, 5.335868506767774133e-02, 3.861059610921202534e-08, 3.334917816729858764e-01
-6.985294117647059764e+00, 2.924549852290070362e-09, 4.617137183822925955e-02, 1.827843654211847024e-08, 2.885710739889328358e-01
-6.826470588235295622e+00, 1.243067308809298055e-09, 3.928490148834055951e-02, 7.769170695670624127e-09, 2.455306343021284310e-01
-6.667647058823531481e+00, 4.725374813663307805e-10, 3.279017042966748952e-02, 2.953359223845097858e-09, 2.049385651854217782e-01
-6.508823529411765563e+00, 1.557180946687442002e-10, 2.673796020908922669e-02, 9.732381289762059851e-10, 1.671122513068076243e-01
-6.350000000000001421e+00, 4.354669402850674942e-11, 2.133269237576652586e-02, 2.721668168614854721e-10, 1.333293273485407771e-01
-6.191176470588237279e+00, 1.032516086518775467e-11, 1.658193844919860979e-02, 6.453224066227392086e-11, 1.036371153074912982e-01
-6.032352941176471361e+00, 2.027778986390949001e-12, 1.250951755973064849e-02, 1.267361215973039634e-11, 7.818448474831654615e-02
-5.873529411764707220e+00, 3.370238116362500591e-13, 9.175850604016740422e-03, 2.106412266833501690e-12, 5.734906627510460986e-02
-5.714705882352943078e+00, 4.827301752774459942e-14, 6.508361004195381723e-03, 3.017031069418862899e-13, 4.067725627622113121e-02
-5.555882352941177160e+00, 5.283967707825354410e-15, 4.452707986106705165e-03, 3.303260442955036069e-14, 2.782942491316689818e-02
-5.397058823529413019e+00, 3.547509508372570508e-16, 2.943183650355071703e-03, 2.216976602298359467e-15, 1.839489781471919522e-02
-5.238235294117648877e+00, 9.974659986866640793e-18, 1.867503674164119670e-03, 6.418476861114186249e-17, 1.167189796352574582e-02
-5.079411764705882959e+00, 0.000000000000000000e+00, 1.137386125800311787e-03, 0.000000000000000000e+00, 7.108663286251947801e-03
