# Theoretical AGN LF at redshift 5. Liu & Inayoshi (2024). 
# Parameters: n_0h = 1e-3 Mpc-3, n_0l = 1e0 Mpc-3
# Data explanation: M_1450 [mag], UV magnitude at 1450 Angstrom; Phi_h [Mpc-3 mag-1], unobscured AGN LF of heavy-seed BHs; Phi_l [Mpc-3 mag-1], unobscured AGN LF of light-seed BHs; Phi_h_intrinsic [Mpc-3 mag-1], intrinsic (unobscured+obscured) AGN LF of heavy-seed BHs; Phi_l_intrinsic [Mpc-3 mag-1], intrinsic (unobscured+obscured) AGN LF of light-seed BHs.
M_1450, Phi_h, Phi_l, Phi_h_intrinsic, Phi_l_intrinsic
-2.937941176470588545e+01, 8.398368040911238529e-11, 6.563076564304422184e-14, 1.153531747494963892e-10, 9.014509892024079035e-14
-2.922058823529411598e+01, 1.075301600615301056e-10, 1.078255265033539846e-13, 1.492186276931000299e-10, 1.496285050251000393e-13
-2.906176470588235361e+01, 1.374547186964894077e-10, 1.749856277043158225e-13, 1.927280076748437573e-10, 2.453508451292335439e-13
-2.890294117647059124e+01, 1.754165139951947697e-10, 2.807212000303999734e-13, 2.485327428131182964e-10, 3.977299982785914167e-13
-2.874411764705882177e+01, 2.234846233698088771e-10, 4.454870819936627695e-13, 3.199820225509217337e-10, 6.378419032470118913e-13
-2.858529411764705941e+01, 2.842297230512636772e-10, 6.997664483981505332e-13, 4.112922099344896268e-10, 1.012591103808573658e-12
-2.842647058823529704e+01, 3.608553093495557038e-10, 1.088631522618518995e-12, 5.277849177782275213e-10, 1.592226257365191969e-12
-2.826764705882352757e+01, 4.573261494411309026e-10, 1.678240681415608299e-12, 6.761364082901788347e-10, 2.481204339540785483e-12
-2.810882352941176521e+01, 5.785402424061189757e-10, 2.565047363530058323e-12, 8.647083722661329246e-10, 3.833817888413414502e-12
-2.795000000000000284e+01, 7.305351468599634033e-10, 3.888792734791462109e-12, 1.103952632267398455e-09, 5.876572803331945577e-12
-2.779117647058823337e+01, 9.207343816368467658e-10, 5.850760067611673301e-12, 1.406904378585208108e-09, 8.940102728151382642e-12
-2.763235294117647101e+01, 1.158240272538811364e-09, 8.739323413051448675e-12, 1.789780970992884716e-09, 1.350451638997723330e-11
-2.747352941176470864e+01, 1.454185047840631357e-09, 1.296557901700000794e-11, 2.272713493248854156e-09, 2.026361529674421323e-11
-2.731470588235293917e+01, 1.822146359754769152e-09, 1.911287570154327182e-11, 2.880632029525460497e-09, 3.021555410599082567e-11
-2.715588235294117680e+01, 2.278636139928353412e-09, 2.800545442997460697e-11, 3.644332197497392194e-09, 4.479046807706276306e-11
-2.699705882352941444e+01, 2.843681286431616048e-09, 4.080329328002351247e-11, 4.601768933935002308e-09, 6.602966665574195519e-11
-2.683823529411764497e+01, 3.541499506594379039e-09, 5.913279900100886354e-11, 5.799603559187651406e-09, 9.683660576894100670e-11
-2.667941176470588260e+01, 4.401286736876094269e-09, 8.526641089564257984e-11, 7.295055038816352174e-09, 1.413275702385927491e-10
-2.652058823529412024e+01, 5.458143848951169229e-09, 1.223687777888389799e-10, 9.158131202876517750e-09, 2.053205912374727297e-10
-2.636176470588235077e+01, 6.754132131715012484e-09, 1.748333154583121230e-10, 1.147425952609637940e-08, 2.970156337268998315e-10
-2.620294117647058840e+01, 8.339493026124517144e-09, 2.487411473828237710e-10, 1.434741980367626445e-08, 4.279389229980508551e-10
-2.604411764705882604e+01, 1.027407078356138604e-08, 3.524853217547110309e-10, 1.790389928390721644e-08, 6.142513354929788364e-10
-2.588529411764705657e+01, 1.262888377406026398e-08, 4.976176151919895598e-10, 2.229664217768298422e-08, 8.785576069705610391e-10
-2.572647058823529420e+01, 1.548794008062726649e-08, 6.999942461186039606e-10, 2.771043435936521644e-08, 1.252403128371176345e-09
-2.556764705882353184e+01, 1.895031398669434502e-08, 9.813217880860206852e-10, 3.436805152645576581e-08, 1.779712874449167749e-09
-2.540882352941176237e+01, 2.313237076843791856e-08, 1.371237210530454272e-09, 4.253728184966586239e-08, 2.521518623878704330e-09
-2.525000000000000000e+01, 2.817034026514934992e-08, 1.910098427522196281e-09, 5.253931555294584360e-08, 3.562444154958533803e-09
-2.509117647058823763e+01, 3.422316075290890528e-08, 2.652716650216342145e-09, 6.475853228691707241e-08, 5.019584195667139696e-09
-2.493235294117646816e+01, 4.147544383517425248e-08, 3.673332545101810047e-09, 7.965359705916652226e-08, 7.054635788218393595e-09
-2.477352941176470580e+01, 5.014089479517253259e-08, 5.072228440008709434e-09, 9.777072222683224014e-08, 9.890438531361749275e-09
-2.461470588235294343e+01, 6.046588832831377966e-08, 6.984483443595316005e-09, 1.197588204205389835e-07, 1.383347738000701862e-08
-2.445588235294117396e+01, 7.273306843838661549e-08, 9.591522629699214292e-09, 1.463866003109025473e-07, 1.930442946671728784e-08
-2.429705882352941160e+01, 8.726551353524605089e-08, 1.313629149266979135e-08, 1.785630638350888819e-07, 2.687953535521834146e-08
-2.413823529411764923e+01, 1.044305941181881881e-07, 1.794310959485186523e-08, 2.173601487064873806e-07, 3.734649795614384573e-08
-2.397941176470587976e+01, 1.246436790974475551e-07, 2.444352875678327298e-08, 2.640383001845732451e-07, 5.177982413699433234e-08
-2.382058823529411740e+01, 1.483724967584775843e-07, 3.320984954039256695e-08, 3.200773067522793548e-07, 7.164211313260066549e-08
-2.366176470588235503e+01, 1.761399063535715013e-07, 4.499833934117885841e-08, 3.872084256752984352e-07, 9.891986713859985126e-08
-2.350294117647058556e+01, 2.085263479232956235e-07, 6.080464719856492855e-08, 4.674511324522978562e-07, 1.363050831436744815e-07
-2.334411764705882320e+01, 2.461729921083693300e-07, 8.193443078352540374e-08, 5.631578396243575321e-07, 1.874373652272510915e-07
-2.318529411764706083e+01, 2.897801830782091661e-07, 1.100927809480604210e-07, 6.770555387618963054e-07, 2.572257575614377849e-07
-2.302647058823529136e+01, 3.401062908655501807e-07, 1.474966313490419210e-07, 8.122965841936905318e-07, 3.522751946751437690e-07
-2.286764705882352899e+01, 3.979658799355175453e-07, 1.970149630931932837e-07, 9.725178885455041380e-07, 4.814497563215918624e-07
-2.270882352941176663e+01, 4.642186982291417341e-07, 2.623421512839902148e-07, 1.161889232086164589e-06, 6.566140525186905077e-07
-2.255000000000000071e+01, 5.397607217905540927e-07, 3.482102054238189918e-07, 1.385178203266290760e-06, 8.936055686080723360e-07
-2.239117647058823479e+01, 6.255103269818716577e-07, 4.606458432962570200e-07, 1.647817079359357261e-06, 1.213505285807159838e-06
-2.223235294117647243e+01, 7.223809380264589289e-07, 6.072779432793027865e-07, 1.955949209234718207e-06, 1.644291467861700742e-06
-2.207352941176470651e+01, 8.312582578644117047e-07, 7.976999615679915684e-07, 2.316501747817600943e-06, 2.222983456373308868e-06
-2.191470588235294059e+01, 9.529649027194119479e-07, 1.043889988539967167e-06, 2.737241305861277541e-06, 2.998409266965385795e-06
-2.175588235294117823e+01, 1.088208738564861870e-06, 1.360687266100976199e-06, 3.226798156069807212e-06, 4.034761903339186165e-06
-2.159705882352941231e+01, 1.237542432304600867e-06, 1.766318849127441623e-06, 3.794736005500899198e-06, 5.416148617624974977e-06
-2.143823529411764639e+01, 1.401295416935180624e-06, 2.282962073342036938e-06, 4.451555144625740289e-06, 7.252383358819823913e-06
-2.127941176470588402e+01, 1.579494560965218225e-06, 2.937315406556266870e-06, 5.208665067183094866e-06, 9.686321515459297819e-06
-2.112058823529411811e+01, 1.771810326353140423e-06, 3.761135860240003330e-06, 6.078443162637361570e-06, 1.290310267040933451e-05
-2.096176470588235219e+01, 1.977446775626711912e-06, 4.791678066449876201e-06, 7.074111662148169688e-06, 1.714173352675434593e-05
-2.080294117647058982e+01, 2.195044365254535993e-06, 6.071938706084559993e-06, 8.209632587858698154e-06, 2.270951178117621024e-05
-2.064411764705882746e+01, 2.422633349002917242e-06, 7.650577001107617198e-06, 9.499771948980393596e-06, 2.999989115915914004e-05
-2.048529411764705799e+01, 2.657474809911391318e-06, 9.581329711610814045e-06, 1.095971952603082625e-05, 3.951446159867143102e-05
-2.032647058823529562e+01, 2.895988957415268446e-06, 1.192167738773843057e-05, 1.260496105342828239e-05, 5.188979701707867543e-05
-2.016764705882353326e+01, 3.133729127629753379e-06, 1.473045582776898796e-05, 1.445130898761846504e-05, 6.793004756494885508e-05
-2.000882352941176379e+01, 3.365203745902337334e-06, 1.806400689602846179e-05, 1.651419031657876514e-05, 8.864617725575981170e-05
-1.985000000000000142e+01, 3.583885038714799926e-06, 2.197036545556163060e-05, 1.880860908978742305e-05, 1.153028099254029508e-04
-1.969117647058823906e+01, 3.782211355326285326e-06, 2.648088130618646982e-05, 2.134903791526805423e-05, 1.494737564677206141e-04
-1.953235294117646959e+01, 3.951453388301325292e-06, 3.159851337850132913e-05, 2.414840591647010050e-05, 1.931071057753483661e-04
-1.937352941176470722e+01, 4.354931732395941240e-06, 3.977612813399221999e-05, 2.721832332747462597e-05, 2.486008008374513377e-04
-1.921470588235294485e+01, 4.890989828559335879e-06, 5.102233763649921067e-05, 3.056868642849588143e-05, 3.188896102281199769e-04
-1.905588235294117538e+01, 5.473026728375284217e-06, 6.520697586370763029e-05, 3.420641705234557040e-05, 4.075435991481726554e-04
-1.889705882352941302e+01, 6.101818405730190177e-06, 8.302054762084583382e-05, 3.813636503581378009e-05, 5.188784226302863055e-04
-1.873823529411765065e+01, 6.777630792657466990e-06, 1.052923810777027535e-04, 4.236019245410925678e-05, 6.580773817356420875e-04
-1.857941176470588118e+01, 7.500012660764193923e-06, 1.330116486027079642e-04, 4.687507912977634077e-05, 8.313228037669246609e-04
-1.842058823529411882e+01, 8.268165659114894020e-06, 1.673497709489655963e-04, 5.167603536946805375e-05, 1.045936068431034842e-03
-1.826176470588235645e+01, 9.080489061478585209e-06, 2.096837009917375619e-04, 5.675305663424101525e-05, 1.310523131198359755e-03
-1.810294117647058698e+01, 9.934453863037393494e-06, 2.616189842982508985e-04, 6.209033664398362802e-05, 1.635118651864067791e-03
-1.794411764705882462e+01, 1.082739673215481506e-05, 3.250122339320263222e-04, 6.767122957596766186e-05, 2.031326462075164121e-03
-1.778529411764706225e+01, 1.175541703436679564e-05, 4.019915577288753249e-04, 7.347135646479287935e-05, 2.512447235805470320e-03
-1.762647058823529278e+01, 1.271372283697172739e-05, 4.949728604966613290e-04, 7.946076773107397379e-05, 3.093580378104132493e-03
-1.746764705882353041e+01, 1.369767497915840970e-05, 6.066716235040875860e-04, 8.561046861974052138e-05, 3.791697646900546708e-03
-1.730882352941176805e+01, 1.470096745942353188e-05, 7.401069835306315356e-04, 9.188104662139796874e-05, 4.625668647066445878e-03
-1.714999999999999858e+01, 1.571681703797810949e-05, 8.985954030495008635e-04, 9.823010648736356376e-05, 5.616221269059379177e-03
-1.699117647058823621e+01, 1.673876350600047615e-05, 1.085734609517230833e-03, 1.046172719125016207e-04, 6.785841309482691999e-03
-1.683235294117647385e+01, 1.775839667078485742e-05, 1.305371190438716711e-03, 1.109899791924048168e-04, 8.158569940241978957e-03
-1.667352941176470438e+01, 1.876767325636650129e-05, 1.561551027105792218e-03, 1.172979578522911209e-04, 9.759693919411199792e-03
-1.651470588235294201e+01, 1.975885637399530000e-05, 1.858457020032646756e-03, 1.234928523374707876e-04, 1.161535637520404174e-02
-1.635588235294117965e+01, 2.072196432238715413e-05, 2.200319041067917789e-03, 1.295122770149179786e-04, 1.375199400667448564e-02
-1.619705882352941018e+01, 2.164898116708419140e-05, 2.591305710026845822e-03, 1.353061322942744615e-04, 1.619566068766778444e-02
-1.603823529411764781e+01, 2.253155499769244827e-05, 3.035410793856515351e-03, 1.408222187355770427e-04, 1.897131746160321888e-02
-1.587941176470588367e+01, 2.335877444488779209e-05, 3.536294225477981494e-03, 1.459923402805478332e-04, 2.210183890923738195e-02
-1.572058823529411775e+01, 2.412442592968858796e-05, 4.097129119594174543e-03, 1.507776620605569273e-04, 2.560705699746358699e-02
-1.556176470588235361e+01, 2.482002222869116037e-05, 4.720455266255217663e-03, 1.551251389293219207e-04, 2.950284541409510519e-02
-1.540294117647058947e+01, 2.543428166162930992e-05, 5.407976253114239740e-03, 1.589642603851831870e-04, 3.379985158196399664e-02
-1.524411764705882355e+01, 2.596501252898585077e-05, 6.160418368145284193e-03, 1.622813283061602663e-04, 3.850261480090802491e-02
-1.508529411764705941e+01, 2.640320344122690233e-05, 6.977406326330044817e-03, 1.650200215076655375e-04, 4.360878953956277837e-02
-1.492647058823529527e+01, 2.673926952447176764e-05, 7.857276937106763559e-03, 1.671204345279481140e-04, 4.910798085691726877e-02
-1.476764705882352935e+01, 2.697520255439712911e-05, 8.797058825113437605e-03, 1.685950159649868274e-04, 5.498161765695898373e-02
-1.460882352941176521e+01, 2.710185161993415581e-05, 9.792429385772119174e-03, 1.693865726245941117e-04, 6.120268366107573660e-02
-1.445000000000000107e+01, 2.711405581279704990e-05, 1.083761139997646734e-02, 1.694628488299876334e-04, 6.773507124985291006e-02
-1.429117647058823515e+01, 2.701673530938579482e-05, 1.192561882795540457e-02, 1.688545956836512429e-04, 7.453511767472127680e-02
-1.413235294117647101e+01, 2.680161559831008289e-05, 1.304825829976043877e-02, 1.675100974894289108e-04, 8.155161437350273712e-02
-1.397352941176470686e+01, 2.647010666348079133e-05, 1.419613525982940314e-02, 1.654381666467558132e-04, 8.872584537393375659e-02
-1.381470588235294272e+01, 2.602922219401351822e-05, 1.535933481052271024e-02, 1.626826387125662743e-04, 9.599584256576693120e-02
-1.365588235294117858e+01, 2.547179164491195080e-05, 1.652717699295795997e-02, 1.591986977806936210e-04, 1.032948562059872455e-01
-1.349705882352941266e+01, 2.480812622069825113e-05, 1.768832225471316660e-02, 1.550507888793684064e-04, 1.105520140919572791e-01
-1.333823529411764852e+01, 2.404577799638291102e-05, 1.883215560464871971e-02, 1.502861124774018675e-04, 1.177009725290544817e-01
-1.317941176470588438e+01, 2.317894880808982205e-05, 1.994747157960987533e-02, 1.448684300505431732e-04, 1.246716973725617017e-01
-1.302058823529411846e+01, 2.222860074629906535e-05, 2.102321630052907467e-02, 1.389287546643691584e-04, 1.313951018783066915e-01
-1.286176470588235432e+01, 2.120079914849984370e-05, 2.205009786676303055e-02, 1.325049946781509114e-04, 1.378131116672688949e-01
-1.270294117647059018e+01, 2.009143413290656599e-05, 2.301794796746806787e-02, 1.255714633306703742e-04, 1.438621747966754016e-01
-1.254411764705882426e+01, 1.893261303788015826e-05, 2.391756330931626290e-02, 1.183288314867692037e-04, 1.494847706832266032e-01
-1.238529411764706012e+01, 1.772561785177984017e-05, 2.474187950805694508e-02, 1.107851115736135927e-04, 1.546367469253558946e-01
-1.222647058823529598e+01, 1.647326282054953350e-05, 2.548190898333094895e-02, 1.029578926284302476e-04, 1.592619311458184084e-01
-1.206764705882353006e+01, 1.520994643640360966e-05, 2.613083679461721334e-02, 9.506216522753296871e-05, 1.633177299663575721e-01
-1.190882352941176592e+01, 1.393470352920728184e-05, 2.668329776952411622e-02, 8.709189705755071564e-05, 1.667706110595257030e-01
-1.175000000000000178e+01, 1.265902310463445923e-05, 2.713026380350622851e-02, 7.911889440395669659e-05, 1.695641487719139195e-01
-1.159117647058823586e+01, 1.141113693289147468e-05, 2.746761850560567111e-02, 7.131960583053875702e-05, 1.716726156600354436e-01
-1.143235294117647172e+01, 1.019030719106792104e-05, 2.769026177185625673e-02, 6.368941994419619057e-05, 1.730641360741015655e-01
-1.127352941176470758e+01, 9.013001702765088829e-06, 2.778760162873850428e-02, 5.633126064227833574e-05, 1.736725101796156301e-01
-1.111470588235294166e+01, 7.897949936788717373e-06, 2.775979865612453884e-02, 4.936218710496764750e-05, 1.734987416007783279e-01
-1.095588235294117752e+01, 6.843132932619205855e-06, 2.760067351782987885e-02, 4.276958082888304702e-05, 1.725042094864367159e-01
-1.079705882352941337e+01, 5.865093903146406662e-06, 2.729763683862429860e-02, 3.665683689466070483e-05, 1.706102302414018446e-01
-1.063823529411764746e+01, 4.971070940988642217e-06, 2.685928001856966243e-02, 3.106919338113911522e-05, 1.678705001160603894e-01
-1.047941176470588331e+01, 4.156190991304320459e-06, 2.627658449553532671e-02, 2.597619369568149317e-05, 1.642286530970957503e-01
-1.032058823529411917e+01, 3.432309579304293479e-06, 2.554181509830360727e-02, 2.145193487063101756e-05, 1.596363443643975255e-01
-1.016176470588235325e+01, 2.796068125324180365e-06, 2.467106219735509115e-02, 1.747542578325878004e-05, 1.541941387334692937e-01
-1.000294117647058911e+01, 2.239614467988010338e-06, 2.365694209970550105e-02, 1.399759042489123750e-05, 1.478558881231593902e-01
-9.844117647058824971e+00, 1.768132054602578052e-06, 2.250382622205096203e-02, 1.105082534130774619e-05, 1.406489138878184719e-01
-9.685294117647059053e+00, 1.371388753688973505e-06, 2.123550232959350512e-02, 8.571179710564758025e-06, 1.327218895599593940e-01
-9.526470588235294912e+00, 1.041385332248984108e-06, 1.985078066857309115e-02, 6.508658326548344419e-06, 1.240673791785818214e-01
-9.367647058823530770e+00, 7.760159392994347982e-07, 1.837211361614080052e-02, 4.850099620617998042e-06, 1.148257101008799963e-01
-9.208823529411766629e+00, 5.644554207928642597e-07, 1.682950551016409307e-02, 3.527846379955401623e-06, 1.051844094385255696e-01
-9.050000000000002487e+00, 3.994751340535146467e-07, 1.522987295406253751e-02, 2.496719587838369669e-06, 9.518670596289084684e-02
-8.891176470588236569e+00, 2.752876432782214167e-07, 1.361378473302230982e-02, 1.720547770478475513e-06, 8.508615458138943377e-02
-8.732352941176472427e+00, 1.833712510238005855e-07, 1.201091589728188642e-02, 1.146070318897018936e-06, 7.506822435801177584e-02
-8.573529411764708286e+00, 1.177354045922562875e-07, 1.043306941634807895e-02, 7.358462787016017970e-07, 6.520668385217548435e-02
-8.414705882352942368e+00, 7.275159740437187050e-08, 8.928836392618178311e-03, 4.546974837829620419e-07, 5.580522745386359840e-02
-8.255882352941178226e+00, 4.283531696794989907e-08, 7.516841733797121825e-03, 2.677207310564089227e-07, 4.698026083623200316e-02
-8.097058823529414084e+00, 2.399282909761740745e-08, 6.205313339291300412e-03, 1.499551818620603605e-07, 3.878320837057062237e-02
-7.938235294117648166e+00, 1.271846506063767368e-08, 5.033745589133911853e-03, 7.949040663202122659e-08, 3.146090993208694453e-02
-7.779411764705884025e+00, 6.295574418550831108e-09, 4.000015110525572196e-03, 3.934734011529217312e-08, 2.500009444078482232e-02
-7.620588235294119883e+00, 2.912676883969761432e-09, 3.105259086365238716e-03, 1.820423052578679091e-08, 1.940786928978274067e-02
-7.461764705882353965e+00, 1.245609056437640971e-09, 2.360532482712436684e-03, 7.785056604578399764e-09, 1.475332801695272526e-02
-7.302941176470589824e+00, 4.838052567075756816e-10, 1.749780369828629785e-03, 3.023782854313927793e-09, 1.093612731142893507e-02
-7.144117647058825682e+00, 1.717978671648967559e-10, 1.262666469544415030e-03, 1.073736670756386680e-09, 7.891665434652592528e-03
-6.985294117647059764e+00, 5.463026136066223559e-11, 8.886439606615406011e-04, 3.414391330433530491e-10, 5.554024754134628296e-03
-6.826470588235295622e+00, 1.530586378126197467e-11, 6.068634664529901860e-04, 9.566164830762668991e-11, 3.792896665331188175e-03
-6.667647058823531481e+00, 3.831179893731134767e-12, 4.021444471899873556e-04, 2.394487429516201082e-11, 2.513402794937420661e-03
-6.508823529411765563e+00, 8.362833537646496840e-13, 2.587831875154303265e-04, 5.226770839056316120e-12, 1.617394921971439378e-03
-6.350000000000001421e+00, 1.589933696852230405e-13, 1.607456199529844903e-04, 9.937083707972638180e-13, 1.004660124706153058e-03
-6.191176470588237279e+00, 2.680510978111949605e-14, 9.663049311472426679e-05, 1.675320038946326306e-13, 6.039405819670266200e-04
-6.032352941176471361e+00, 3.829381744428067558e-15, 5.615135807248142674e-05, 2.393365453740026183e-14, 3.509459879530088663e-04
-5.873529411764707220e+00, 4.436216476631782424e-16, 3.132456130335942385e-05, 2.772657320751492627e-15, 1.957785081459963584e-04
-5.714705882352943078e+00, 3.849595338681344181e-17, 1.688088329675106750e-05, 2.406115671288455715e-16, 1.055055206046941608e-04
-5.555882352941177160e+00, 2.109112038663207844e-18, 8.750897647083152354e-06, 1.317983265927691328e-17, 5.469311029426970222e-05
-5.397058823529413019e+00, 6.437450399132682577e-20, 4.330717431802142016e-06, 4.031876828930469614e-19, 2.706698394876337998e-05
-5.238235294117648877e+00, 1.270549420881450509e-21, 2.069001951550696771e-06, 5.082197683525802034e-21, 1.293126219719185397e-05
-5.079411764705882959e+00, 0.000000000000000000e+00, 9.452215757153267210e-07, 0.000000000000000000e+00, 5.907634848220791186e-06
