# Theoretical AGN LF at redshift 5. Liu & Inayoshi (2024). 
# Parameters: n_0h = 1e-2 Mpc-3, n_0l = 1e1 Mpc-3
# Data explanation: M_1450 [mag], UV magnitude at 1450 Angstrom; Phi_h [Mpc-3 mag-1], unobscured AGN LF of heavy-seed BHs; Phi_l [Mpc-3 mag-1], unobscured AGN LF of light-seed BHs; Phi_h_intrinsic [Mpc-3 mag-1], intrinsic (unobscured+obscured) AGN LF of heavy-seed BHs; Phi_l_intrinsic [Mpc-3 mag-1], intrinsic (unobscured+obscured) AGN LF of light-seed BHs.
M_1450, Phi_h, Phi_l, Phi_h_intrinsic, Phi_l_intrinsic
-1.683235294117647385e+01, 1.046980587312005325e-04, 1.291097013411399109e-03, 6.543628670700029487e-04, 8.069356333821244703e-03
-1.667352941176470438e+01, 1.142887513127760317e-04, 1.558010930668377947e-03, 7.143046957048503065e-04, 9.737568316677361682e-03
-1.651470588235294201e+01, 1.242323913616459434e-04, 1.872848872150801539e-03, 7.764524460102863873e-04, 1.170530545094250821e-02
-1.635588235294117965e+01, 1.344699626492995917e-04, 2.242681265197770269e-03, 8.404372665581222313e-04, 1.401675790748606147e-02
-1.619705882352941018e+01, 1.449446291566787275e-04, 2.675329298219245901e-03, 9.059039322292447571e-04, 1.672080811387028493e-02
-1.603823529411764781e+01, 1.555913170536737423e-04, 3.179380096040908613e-03, 9.724457315854612149e-04, 1.987112560025567493e-02
-1.587941176470588367e+01, 1.663244115767919910e-04, 3.764243610798669471e-03, 1.039527572354950052e-03, 2.352652256749167975e-02
-1.572058823529411775e+01, 1.770746328422960827e-04, 4.440122851489065360e-03, 1.106716455264351168e-03, 2.775076782180665308e-02
-1.556176470588235361e+01, 1.877539292066974022e-04, 5.217989241184280147e-03, 1.173462057541853343e-03, 3.261243275740174918e-02
-1.540294117647058947e+01, 1.982497395481494507e-04, 6.109658498598597755e-03, 1.239060872175935801e-03, 3.818536561624123055e-02
-1.524411764705882355e+01, 2.084932112185761827e-04, 7.127605531608945631e-03, 1.303082570116097239e-03, 4.454753457255590521e-02
-1.508529411764705941e+01, 2.183698122528408836e-04, 8.284928022763919653e-03, 1.364811326580263329e-03, 5.178080014227448569e-02
-1.492647058823529527e+01, 2.277512222028828248e-04, 9.595395132414360345e-03, 1.423445138768034135e-03, 5.997121957758973221e-02
-1.476764705882352935e+01, 2.365756679975229010e-04, 1.107302547569549538e-02, 1.478597924984531575e-03, 6.920640922309682919e-02
-1.460882352941176521e+01, 2.447050250346926442e-04, 1.273207584620245601e-02, 1.529406406466829460e-03, 7.957547403876534531e-02
-1.445000000000000107e+01, 2.520184016770333352e-04, 1.458697101545454629e-02, 1.575115010481478728e-03, 9.116856884659088611e-02
-1.429117647058823515e+01, 2.584632355783454682e-04, 1.665154518012395071e-02, 1.615395222364660044e-03, 1.040721573757746599e-01
-1.413235294117647101e+01, 2.638899797570981587e-04, 1.893919584045782034e-02, 1.649312373481870431e-03, 1.183699740028613667e-01
-1.397352941176470686e+01, 2.682158765481383600e-04, 2.146247197503904983e-02, 1.676349228425882965e-03, 1.341404498439940363e-01
-1.381470588235294272e+01, 2.714065401615770035e-04, 2.423189620386854634e-02, 1.696290876009864945e-03, 1.514493512741783843e-01
-1.365588235294117858e+01, 2.733148337715762821e-04, 2.725669127904917569e-02, 1.708217711072351763e-03, 1.703543204940573264e-01
-1.349705882352941266e+01, 2.739403827571700034e-04, 3.054346486818941553e-02, 1.712127392232309919e-03, 1.908966554261838089e-01
-1.333823529411764852e+01, 2.732723870336947747e-04, 3.409472170526773455e-02, 1.707952418960573260e-03, 2.130920106579232975e-01
-1.317941176470588438e+01, 2.711842336854605739e-04, 3.791108349872729377e-02, 1.694901460534109505e-03, 2.369442718670455583e-01
-1.302058823529411846e+01, 2.678041305478398582e-04, 4.198779877524470849e-02, 1.673775815924039012e-03, 2.624237423452793760e-01
-1.286176470588235432e+01, 2.631385916709236272e-04, 4.631358835288212211e-02, 1.644616197943260527e-03, 2.894599272055132233e-01
-1.270294117647059018e+01, 2.570952844959811801e-04, 5.087616586342835756e-02, 1.606845528099976050e-03, 3.179760366464271515e-01
-1.254411764705882426e+01, 2.499586494962499628e-04, 5.565354923859103242e-02, 1.562241559351584819e-03, 3.478346827411938902e-01
-1.238529411764706012e+01, 2.417144830115375287e-04, 6.061701968636427212e-02, 1.510715518822092207e-03, 3.788563730397766505e-01
-1.222647058823529598e+01, 2.323596324537297031e-04, 6.573792950567207416e-02, 1.452247702835862686e-03, 4.108620594104503976e-01
-1.206764705882353006e+01, 2.222468141021144428e-04, 7.097462498086148930e-02, 1.389042588138211798e-03, 4.435914061303842248e-01
-1.190882352941176592e+01, 2.113472800511079219e-04, 7.628176174799229659e-02, 1.320920500319455737e-03, 4.767610109249517669e-01
-1.175000000000000178e+01, 1.997662304516339971e-04, 8.161561636049126378e-02, 1.248538940322729829e-03, 5.100976022530703258e-01
-1.159117647058823586e+01, 1.878175841666801515e-04, 8.691773275880555760e-02, 1.173859901041796050e-03, 5.432358297425345928e-01
-1.143235294117647172e+01, 1.754729107702052149e-04, 9.213394977735712976e-02, 1.096705692313793001e-03, 5.758371861084820020e-01
-1.127352941176470758e+01, 1.629136324677593617e-04, 9.721223037758544572e-02, 1.018210202923475194e-03, 6.075764398599089455e-01
-1.111470588235294166e+01, 1.503706337546706351e-04, 1.020848019611599738e-01, 9.398164609666359581e-04, 6.380300122572497568e-01
-1.095588235294117752e+01, 1.378079357432226981e-04, 1.067023931277415322e-01, 8.612995983953153356e-04, 6.668899570483843853e-01
-1.079705882352941337e+01, 1.254567620704305497e-04, 1.110127162558249975e-01, 7.841047629402186914e-04, 6.938294765989061474e-01
-1.063823529411764746e+01, 1.134502287346988991e-04, 1.149463683866183000e-01, 7.090639295918022000e-04, 7.184148024163643509e-01
-1.047941176470588331e+01, 1.017485302666487623e-04, 1.184739613308195966e-01, 6.359283141665894590e-04, 7.404622583176223571e-01
-1.032058823529411917e+01, 9.060506143654389888e-05, 1.215463128178164015e-01, 5.662816339783161013e-04, 7.596644551113524990e-01
-1.016176470588235325e+01, 8.005937396725337774e-05, 1.240954843777050259e-01, 5.003710872953925914e-04, 7.755967773606562421e-01
-1.000294117647058911e+01, 7.006795196987103402e-05, 1.261251191579420006e-01, 4.379246998116315126e-04, 7.882819947371374480e-01
-9.844117647058824971e+00, 6.086667638216525233e-05, 1.275807469570660602e-01, 3.804167273885328271e-04, 7.973796684816627511e-01
-9.685294117647059053e+00, 5.240123951061326224e-05, 1.284105802492085113e-01, 3.275077469412357445e-04, 8.025661265575532166e-01
-9.526470588235294912e+00, 4.464371064755168206e-05, 1.286391529806622247e-01, 2.790231915472674018e-04, 8.039947061291387032e-01
-9.367647058823530770e+00, 3.772610214497484904e-05, 1.282091734119603921e-01, 2.357881384061899510e-04, 8.013073338247522770e-01
-9.208823529411766629e+00, 3.154950435305114986e-05, 1.270952603610205900e-01, 1.971844022065072366e-04, 7.943453772563786597e-01
-9.050000000000002487e+00, 2.608679701993077416e-05, 1.253331556409886804e-01, 1.630424813745534607e-04, 7.833322227561791973e-01
-8.891176470588236569e+00, 2.135912075643120467e-05, 1.228649315685101939e-01, 1.334945047276603347e-04, 7.679058223031886010e-01
-8.732352941176472427e+00, 1.726297737900117646e-05, 1.197061880575906734e-01, 1.078936086187365362e-04, 7.481636753599415490e-01
-8.573529411764708286e+00, 1.376351314204271592e-05, 1.158995115321902608e-01, 8.602195713769411611e-05, 7.243719470761890156e-01
-8.414705882352942368e+00, 1.082355463395689998e-05, 1.113924617929762800e-01, 6.764721646235205554e-05, 6.962028862061016010e-01
-8.255882352941178226e+00, 8.354962767437301707e-06, 1.062638505637552716e-01, 5.221851729653170793e-05, 6.641490660234703469e-01
-8.097058823529414084e+00, 6.324843241506394875e-06, 1.005618133657557728e-01, 3.953027025949129580e-05, 6.285113335359734377e-01
-7.938235294117648166e+00, 4.681238523013275810e-06, 9.425378903250582197e-02, 2.925774076878440155e-05, 5.890861814531613838e-01
-7.779411764705884025e+00, 3.360849590738901327e-06, 8.750529476222712599e-02, 2.100530994209037772e-05, 5.469080922639194542e-01
-7.620588235294119883e+00, 2.336285800208504071e-06, 8.037078648755853483e-02, 1.460178625134478381e-05, 5.023174155472407421e-01
-7.461764705882353965e+00, 1.559863402264549670e-06, 7.285625262571107652e-02, 9.749146264170782672e-06, 4.553515789106941658e-01
-7.302941176470589824e+00, 9.870757250729500498e-07, 6.522332099833956509e-02, 6.169223281671243342e-06, 4.076457562396222367e-01
-7.144117647058825682e+00, 5.900285331289500945e-07, 5.751892377735698392e-02, 3.687678332031651962e-06, 3.594932736084811009e-01
-6.985294117647059764e+00, 3.273598146585898760e-07, 4.983657521617452374e-02, 2.045998841571083915e-06, 3.114785951010907161e-01
-6.826470588235295622e+00, 1.651370260744022822e-07, 4.244205948525573563e-02, 1.032106413001443457e-06, 2.652628717828482974e-01
-6.667647058823531481e+00, 7.508726147797961659e-08, 3.539418155397003329e-02, 4.692953842755365201e-07, 2.212136347123126734e-01
-6.508823529411765563e+00, 2.980313575096094070e-08, 2.883072228852516170e-02, 1.862695984400364324e-07, 1.801920143032822441e-01
-6.350000000000001421e+00, 1.003936749358058655e-08, 2.293577794740779552e-02, 6.274604683054185728e-08, 1.433486121712987116e-01
-6.191176470588237279e+00, 2.828137040528089230e-09, 1.773282733788864723e-02, 1.767585650069847247e-08, 1.108301708618040227e-01
-6.032352941176471361e+00, 6.412899256763582301e-10, 1.330263607107844311e-02, 4.008062035043558069e-09, 8.314147544424026204e-02
-5.873529411764707220e+00, 1.177612157093888001e-10, 9.675220585397537737e-03, 7.360076020868078217e-10, 6.047012865873459958e-02
-5.714705882352943078e+00, 1.855689647084490801e-11, 6.782535991052240400e-03, 1.159806070627489305e-10, 4.239084994407649187e-02
-5.555882352941177160e+00, 2.493298102701491104e-12, 4.585404411964455994e-03, 1.558311465976736088e-11, 2.865877757477784671e-02
-5.397058823529413019e+00, 2.320678371692252995e-13, 2.984250377862054503e-03, 1.450423114945920133e-12, 1.865156486163783989e-02
-5.238235294117648877e+00, 9.094070982373914092e-15, 1.857194076797527701e-03, 5.683994941385606126e-14, 1.160746297998454558e-02
-5.079411764705882959e+00, 6.310056643865635806e-17, 1.109823860303482549e-03, 3.946495907847236140e-16, 6.936399126896764140e-03
