# Theoretical BHMF at redshift 5. Liu & Inayoshi (2024). 
# Parameters: n_0h = 1e-2 Mpc-3, n_0l = 1e0 Mpc-3
# Data explanation: M_BH [M_sun], black hole mass measured in solar masses; Phi_h [Mpc-3 dex-1], BHMF (unobscured + obscured) of heavy-seed BHs; Phi_l [Mpc-3 dex-1], BHMF (unobscured + obscured) of light-seed BHs.
M_BH, Phi_h, Phi_l
1.883649089489800810e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.927524913190936218e+00, 0.000000000000000000e+00, 1.662675824253889613e-30
1.972422736114853636e+00, 0.000000000000000000e+00, 3.334548200386687155e-30
2.018366363681561193e+00, 0.000000000000000000e+00, 6.483908790400290605e-30
2.065380155810529139e+00, 0.000000000000000000e+00, 1.225789938869687295e-29
2.113489039836647265e+00, 0.000000000000000000e+00, 2.258902148089900928e-29
2.162718523727020337e+00, 0.000000000000000000e+00, 4.067443971555449212e-29
2.213094709605637700e+00, 0.000000000000000000e+00, 7.172170905209207850e-29
2.264644307593060013e+00, 0.000000000000000000e+00, 1.241001267437649731e-28
2.317394649968478770e+00, 0.000000000000000000e+00, 2.111074745736587510e-28
2.371373705661655507e+00, 0.000000000000000000e+00, 3.536677832721990051e-28
2.426610095082415430e+00, 0.000000000000000000e+00, 5.844343497070483684e-28
2.483133105295570520e+00, 0.000000000000000000e+00, 9.540094542634616271e-28
2.540972705549305211e+00, 0.000000000000000000e+00, 1.540346432205335874e-27
2.600159563165272303e+00, 0.000000000000000000e+00, 2.462927721444736699e-27
2.660725059798809689e+00, 0.000000000000000000e+00, 3.904098081901319754e-27
2.722701308077912330e+00, 0.000000000000000000e+00, 6.141098950855633501e-27
2.786121168629770217e+00, 0.000000000000000000e+00, 9.594079712429724129e-27
2.851018267503909520e+00, 0.000000000000000000e+00, 1.489792159600671879e-26
2.917427014001166885e+00, 0.000000000000000000e+00, 2.300949150056867724e-26
2.985382618917959974e+00, 0.000000000000000000e+00, 3.536751917528419912e-26
3.054921113215513184e+00, 0.000000000000000000e+00, 5.413049862616809155e-26
3.126079367123955066e+00, 0.000000000000000000e+00, 8.253007324854569702e-26
3.198895109691398453e+00, 0.000000000000000000e+00, 1.253950491313323040e-25
3.273406948788382120e+00, 0.000000000000000000e+00, 1.899270705914079037e-25
3.349654391578277046e+00, 0.000000000000000000e+00, 2.868468242958994388e-25
3.427677865464503704e+00, 0.000000000000000000e+00, 4.320848227091916946e-25
3.507518739525680385e+00, 0.000000000000000000e+00, 6.492711674032597460e-25
3.589219346450053028e+00, 0.000000000000000000e+00, 9.733954729607402909e-25
3.672823004980847461e+00, 0.000000000000000000e+00, 1.456177553802641858e-24
3.758374042884442545e+00, 0.000000000000000000e+00, 2.173934824851218349e-24
3.845917820453535363e+00, 0.000000000000000000e+00, 3.239087027933333076e-24
3.935500754557774705e+00, 0.000000000000000000e+00, 4.816950645470920829e-24
4.027170343254590890e+00, 0.000000000000000000e+00, 7.150212446990364572e-24
4.120975190973302560e+00, 0.000000000000000000e+00, 1.059453133061722950e-23
4.216965034285822256e+00, 0.000000000000000000e+00, 1.567023844070478130e-23
4.315190768277653355e+00, 0.000000000000000000e+00, 2.313728414681685882e-23
4.415704473533125451e+00, 0.000000000000000000e+00, 3.410369572142745964e-23
4.518559443749224691e+00, 0.000000000000000000e+00, 5.018225608363491921e-23
4.623810213992603835e+00, 0.000000000000000000e+00, 7.371644920462120725e-23
4.731512589614806252e+00, 0.000000000000000000e+00, 1.081057275931374397e-22
4.841723675840994723e+00, 0.000000000000000000e+00, 1.582729476393050905e-22
4.954501908047903136e+00, 0.000000000000000000e+00, 2.313349428980417550e-22
5.069907082747044491e+00, 0.000000000000000000e+00, 3.375628415177906557e-22
5.188000389289611824e+00, 0.000000000000000000e+00, 4.917549295170550296e-22
5.308844442309883505e+00, 0.000000000000000000e+00, 7.151958731631987874e-22
5.432503314924331583e+00, 0.000000000000000000e+00, 1.038447875582166421e-21
5.559042572704036012e+00, 0.000000000000000000e+00, 1.505320112225875028e-21
5.688529308438415200e+00, 0.000000000000000000e+00, 2.178504035821066275e-21
5.821032177708715061e+00, 0.000000000000000000e+00, 3.147559761986288802e-21
5.956621435290104571e+00, 0.000000000000000000e+00, 4.540214740309996543e-21
6.095368972401692176e+00, 0.000000000000000000e+00, 6.538320662268055323e-21
6.237348354824193031e+00, 0.000000000000000000e+00, 9.400349934862337988e-21
6.382634861905487789e+00, 0.000000000000000000e+00, 1.349305667447304978e-20
6.531305526474724843e+00, 0.000000000000000000e+00, 1.933595817090209533e-20
6.683439175686147316e+00, 0.000000000000000000e+00, 2.766371958640356156e-20
6.839116472814295022e+00, 0.000000000000000000e+00, 3.951349565356978061e-20
6.998419960022734365e+00, 0.000000000000000000e+00, 5.634700090303482406e-20
7.161434102129020651e+00, 0.000000000000000000e+00, 8.022082058371230482e-20
7.328245331389041439e+00, 0.000000000000000000e+00, 1.140236135209201036e-19
7.498942093324558300e+00, 0.000000000000000000e+00, 1.618059055772032249e-19
7.673614893618189825e+00, 0.000000000000000000e+00, 2.292378191808333777e-19
7.852356346100718198e+00, 0.000000000000000000e+00, 3.242432651082227940e-19
8.035261221856174529e+00, 0.000000000000000000e+00, 4.578770990775313404e-19
8.222426499470712358e+00, 0.000000000000000000e+00, 6.455362176440061693e-19
8.413951416451952880e+00, 0.000000000000000000e+00, 9.086288215276144371e-19
8.609937521846008579e+00, 0.000000000000000000e+00, 1.276871178288795755e-18
8.810488730080141551e+00, 0.000000000000000000e+00, 1.791442281064633068e-18
9.015711376059570625e+00, 0.000000000000000000e+00, 2.509309322259523253e-18
9.225714271547630574e+00, 0.000000000000000000e+00, 3.509148215772580271e-18
9.440608762859234560e+00, 0.000000000000000000e+00, 4.899433279054267763e-18
9.660508789898132775e+00, 0.000000000000000000e+00, 6.829471615003170123e-18
9.885530946569389243e+00, 0.000000000000000000e+00, 9.504427946890482151e-18
1.011579454259898547e+01, 0.000000000000000000e+00, 1.320574747980465053e-17
1.035142166679343845e+01, 0.000000000000000000e+00, 1.831886795152535928e-17
1.059253725177289063e+01, 0.000000000000000000e+00, 2.537075718673748798e-17
1.083926914021203736e+01, 0.000000000000000000e+00, 3.508067156634023401e-17
1.109174815262401381e+01, 0.000000000000000000e+00, 4.842867271049166038e-17
1.135010815672315232e+01, 0.000000000000000000e+00, 6.674795462755442126e-17
1.161448613840342858e+01, 0.000000000000000000e+00, 9.184903977198869547e-17
1.188502227437018632e+01, 0.000000000000000000e+00, 1.261865542635484391e-16
1.216186000646368193e+01, 0.000000000000000000e+00, 1.730827911986704573e-16
1.244514611771385404e+01, 0.000000000000000000e+00, 2.370268784822902382e-16
1.273503081016662009e+01, 0.000000000000000000e+00, 3.240744240008856744e-16
1.303166778452299823e+01, 0.000000000000000000e+00, 4.423804572098098920e-16
1.333521432163324327e+01, 0.000000000000000000e+00, 6.029088924810796361e-16
1.364583136588925072e+01, 0.000000000000000000e+00, 8.203753423616999445e-16
1.396368361055938223e+01, 0.000000000000000000e+00, 1.114497856621055180e-15
1.428893958511103435e+01, 0.000000000000000000e+00, 1.511653275930957456e-15
1.462177174456718021e+01, 0.000000000000000000e+00, 2.047066932528242513e-15
1.496235656094433253e+01, 0.000000000000000000e+00, 2.767702409939095943e-15
1.531087461682029982e+01, 0.000000000000000000e+00, 3.736068552665097394e-15
1.566751070108148980e+01, 0.000000000000000000e+00, 5.035226165548418741e-15
1.603245390690041461e+01, 0.000000000000000000e+00, 6.775361023319745527e-15
1.640589773199539181e+01, 0.000000000000000000e+00, 9.102398215089480574e-15
1.678804018122560393e+01, 0.000000000000000000e+00, 1.220927218222142530e-14
1.717908387157588379e+01, 0.000000000000000000e+00, 1.635064556091255268e-14
1.757923613958692499e+01, 0.000000000000000000e+00, 2.186209883157601493e-14
1.798870915128788184e+01, 0.000000000000000000e+00, 2.918510531780168201e-14
1.840772001468955921e+01, 0.000000000000000000e+00, 3.889947926042178746e-14
1.883649089489800943e+01, 0.000000000000000000e+00, 5.176545984649404819e-14
1.927524913190936218e+01, 0.000000000000000000e+00, 6.877819792187180368e-14
1.972422736114853947e+01, 0.000000000000000000e+00, 9.123817804935638671e-14
2.018366363681561282e+01, 0.000000000000000000e+00, 1.208420782699727991e-13
2.065380155810529672e+01, 0.000000000000000000e+00, 1.597997952378216745e-13
2.113489039836647265e+01, 0.000000000000000000e+00, 2.109849077699375149e-13
2.162718523727020781e+01, 0.000000000000000000e+00, 2.781277971754561291e-13
2.213094709605638499e+01, 0.000000000000000000e+00, 3.660630867912674429e-13
2.264644307593060191e+01, 0.000000000000000000e+00, 4.810461279908925773e-13
2.317394649968479214e+01, 0.000000000000000000e+00, 6.311570958387963890e-13
2.371373705661655862e+01, 0.000000000000000000e+00, 8.268160492080111633e-13
2.426610095082416407e+01, 0.000000000000000000e+00, 1.081438284360444573e-12
2.483133105295571141e+01, 0.000000000000000000e+00, 1.412266744935584419e-12
2.540972705549306099e+01, 0.000000000000000000e+00, 1.841427483979555183e-12
2.600159563165271592e+01, 0.000000000000000000e+00, 2.397265618045359690e-12
2.660725059798809156e+01, 0.000000000000000000e+00, 3.116033371631564976e-12
2.722701308077912330e+01, 0.000000000000000000e+00, 4.044019292153425262e-12
2.786121168629770395e+01, 0.000000000000000000e+00, 5.240229258664308323e-12
2.851018267503908987e+01, 0.000000000000000000e+00, 6.779756404126594579e-12
2.917427014001166796e+01, 0.000000000000000000e+00, 8.758009595324903143e-12
2.985382618917959618e+01, 0.000000000000000000e+00, 1.129600995981290462e-11
3.054921113215513273e+01, 0.000000000000000000e+00, 1.454701366809979982e-11
3.126079367123955066e+01, 0.000000000000000000e+00, 1.870477862651127736e-11
3.198895109691398275e+01, 0.000000000000000000e+00, 2.401386513797885211e-11
3.273406948788382209e+01, 0.000000000000000000e+00, 3.078244858062802536e-11
3.349654391578277313e+01, 0.000000000000000000e+00, 3.939822889651363042e-11
3.427677865464503526e+01, 0.000000000000000000e+00, 5.034815089410105335e-11
3.507518739525680473e+01, 0.000000000000000000e+00, 6.424280548288411771e-11
3.589219346450052939e+01, 0.000000000000000000e+00, 8.184657017662617446e-11
3.672823004980847372e+01, 0.000000000000000000e+00, 1.041147736956828692e-10
3.758374042884442900e+01, 0.000000000000000000e+00, 1.322394414614732659e-10
3.845917820453536251e+01, 0.000000000000000000e+00, 1.677055047096738657e-10
3.935500754557775593e+01, 0.000000000000000000e+00, 2.123597457391611044e-10
4.027170343254591955e+01, 0.000000000000000000e+00, 2.684952170200944160e-10
4.120975190973302915e+01, 0.000000000000000000e+00, 3.389544259693003408e-10
4.216965034285824032e+01, 0.000000000000000000e+00, 4.272552357473835866e-10
4.315190768277653177e+01, 0.000000000000000000e+00, 5.377442135420800106e-10
4.415704473533126873e+01, 0.000000000000000000e+00, 6.757830823427454665e-10
4.518559443749224869e+01, 0.000000000000000000e+00, 8.479750241604432850e-10
4.623810213992604901e+01, 0.000000000000000000e+00, 1.062438869735534265e-09
4.731512589614803943e+01, 0.000000000000000000e+00, 1.329140723455527079e-09
4.841723675840992769e+01, 0.000000000000000000e+00, 1.660294348843020206e-09
4.954501908047901537e+01, 0.000000000000000000e+00, 2.070843720401661827e-09
5.069907082747043603e+01, 0.000000000000000000e+00, 2.579043578848667201e-09
5.188000389289611292e+01, 0.000000000000000000e+00, 3.207156661834619935e-09
5.308844442309883505e+01, 0.000000000000000000e+00, 3.982289580298806276e-09
5.432503314924332471e+01, 0.000000000000000000e+00, 4.937393139954378069e-09
5.559042572704036189e+01, 0.000000000000000000e+00, 6.112457342672476572e-09
5.688529308438415200e+01, 0.000000000000000000e+00, 7.555936428705276108e-09
5.821032177708714528e+01, 0.000000000000000000e+00, 9.326445231805422020e-09
5.956621435290104927e+01, 0.000000000000000000e+00, 1.149477492042397183e-08
6.095368972401692531e+01, 0.000000000000000000e+00, 1.414628400436257300e-08
6.237348354824193564e+01, 0.000000000000000000e+00, 1.738372942661143109e-08
6.382634861905487611e+01, 0.000000000000000000e+00, 2.133061277511202453e-08
6.531305526474724843e+01, 0.000000000000000000e+00, 2.613512829068117675e-08
6.683439175686147848e+01, 0.000000000000000000e+00, 3.197481258818024742e-08
6.839116472814295378e+01, 0.000000000000000000e+00, 3.906201102513000792e-08
6.998419960022735609e+01, 0.000000000000000000e+00, 4.765029264562923853e-08
7.161434102129022961e+01, 0.000000000000000000e+00, 5.804196481352815500e-08
7.328245331389042860e+01, 0.000000000000000000e+00, 7.059686024119509524e-08
7.498942093324561142e+01, 0.000000000000000000e+00, 8.574259338767299881e-08
7.673614893618191957e+01, 0.000000000000000000e+00, 1.039865103624716158e-07
7.852356346100721396e+01, 0.000000000000000000e+00, 1.259295868370903128e-07
8.035261221856174529e+01, 0.000000000000000000e+00, 1.522825622910316935e-07
8.222426499470714134e+01, 0.000000000000000000e+00, 1.838846365058607931e-07
8.413951416451949683e+01, 0.000000000000000000e+00, 2.217250958844751477e-07
8.609937521846005382e+01, 0.000000000000000000e+00, 2.669682831844598270e-07
8.810488730080140840e+01, 0.000000000000000000e+00, 3.209823749888446743e-07
9.015711376059569204e+01, 0.000000000000000000e+00, 3.853724869379082873e-07
9.225714271547631995e+01, 0.000000000000000000e+00, 4.620186877616371028e-07
9.440608762859234560e+01, 0.000000000000000000e+00, 5.531195697789238657e-07
9.660508789898133841e+01, 0.000000000000000000e+00, 6.612420960373842659e-07
9.885530946569389243e+01, 0.000000000000000000e+00, 7.893785228823728861e-07
1.011579454259898654e+02, 0.000000000000000000e+00, 9.410112818045504548e-07
1.035142166679344484e+02, 0.000000000000000000e+00, 1.120186795940213078e-06
1.059253725177289027e+02, 0.000000000000000000e+00, 1.331599304952024907e-06
1.083926914021204198e+02, 0.000000000000000000e+00, 1.580685876966070693e-06
1.109174815262401239e+02, 0.000000000000000000e+00, 1.873733898321154119e-06
1.135010815672314664e+02, 0.000000000000000000e+00, 2.218002450305738212e-06
1.161448613840342858e+02, 0.000000000000000000e+00, 2.621859107500240973e-06
1.188502227437018064e+02, 0.000000000000000000e+00, 3.094933823739006797e-06
1.216186000646368228e+02, 0.000000000000000000e+00, 3.648291709469758721e-06
1.244514611771384693e+02, 0.000000000000000000e+00, 4.294626647168436872e-06
1.273503081016662151e+02, 0.000000000000000000e+00, 5.048477839435080805e-06
1.303166778452299184e+02, 0.000000000000000000e+00, 5.926471536236486526e-06
1.333521432163324221e+02, 0.000000000000000000e+00, 6.947590342820381155e-06
1.364583136588924219e+02, 0.000000000000000000e+00, 8.133472666568343737e-06
1.396368361055938010e+02, 0.000000000000000000e+00, 9.508745018683711174e-06
1.428893958511102653e+02, 0.000000000000000000e+00, 1.110139004282119443e-05
1.462177174456718660e+02, 0.000000000000000000e+00, 1.294315329662153584e-05
1.496235656094433466e+02, 0.000000000000000000e+00, 1.506999196100752725e-05
1.531087461682030835e+02, 0.000000000000000000e+00, 1.752256879402742761e-05
1.566751070108149122e+02, 0.000000000000000000e+00, 2.034679477859064207e-05
1.603245390690042314e+02, 0.000000000000000000e+00, 2.359442403413981670e-05
1.640589773199539252e+02, 0.000000000000000000e+00, 2.732370466734780094e-05
1.678804018122561104e+02, 0.000000000000000000e+00, 3.160008932484124758e-05
1.717908387157588379e+02, 0.000000000000000000e+00, 3.649700927667225099e-05
1.757923613958693352e+02, 0.000000000000000000e+00, 4.209671590030030213e-05
1.798870915128787829e+02, 0.000000000000000000e+00, 4.849119344745726529e-05
1.840772001468956773e+02, 0.000000000000000000e+00, 5.578314695568816238e-05
1.883649089489800588e+02, 0.000000000000000000e+00, 6.408706911128989059e-05
1.927524913190937355e+02, 0.000000000000000000e+00, 7.353038977173123017e-05
1.972422736114854160e+02, 0.000000000000000000e+00, 8.425471171578097890e-05
2.018366363681562348e+02, 0.000000000000000000e+00, 9.641713599866242723e-05
2.065380155810529743e+02, 0.000000000000000000e+00, 1.101916800498140849e-04
2.113489039836646270e+02, 0.000000000000000000e+00, 1.257707913463819340e-04
2.162718523727020852e+02, 0.000000000000000000e+00, 1.433669591454990499e-04
2.213094709605637149e+02, 0.000000000000000000e+00, 1.632144263275102272e-04
2.264644307593060262e+02, 0.000000000000000000e+00, 1.855710029209688757e-04
2.317394649968478006e+02, 0.000000000000000000e+00, 2.107199823140243930e-04
2.371373705661656004e+02, 0.000000000000000000e+00, 2.389721605406534724e-04
2.426610095082415057e+02, 0.000000000000000000e+00, 2.706679583104736617e-04
2.483133105295571283e+02, 0.000000000000000000e+00, 3.061796446874619541e-04
2.540972705549304749e+02, 0.000000000000000000e+00, 3.459136604635644745e-04
2.600159563165273084e+02, 0.000000000000000000e+00, 3.903130383616945057e-04
2.660725059798809298e+02, 0.000000000000000000e+00, 4.398599161699043368e-04
2.722701308077913609e+02, 0.000000000000000000e+00, 4.950781378928429018e-04
2.786121168629770182e+02, 0.000000000000000000e+00, 5.565359368084329484e-04
2.851018267503910693e+02, 0.000000000000000000e+00, 6.248486931779057051e-04
2.917427014001166867e+02, 0.000000000000000000e+00, 7.006817580495627732e-04
2.985382618917961395e+02, 0.000000000000000000e+00, 7.847533333190150886e-04
3.054921113215513628e+02, 1.142706754760560121e-18, 8.778373968355522843e-04
3.126079367123956558e+02, 4.812335163405684113e-18, 9.807666599788461993e-04
3.198895109691398488e+02, 1.761348782654723246e-17, 1.094435543688995890e-03
3.273406948788383488e+02, 5.894333513055922194e-17, 1.219803157528569172e-03
3.349654391578276886e+02, 1.828121361588770660e-16, 1.357896264904580623e-03
3.427677865464506226e+02, 5.288769772163670131e-16, 1.509812216185007312e-03
3.507518739525680189e+02, 1.433954216563868023e-15, 1.676721830018354552e-03
3.589219346450054218e+02, 3.659040848510942445e-15, 1.859872201830802116e-03
3.672823004980847372e+02, 8.821978291640830032e-15, 2.060589417203963908e-03
3.758374042884440769e+02, 2.017314941684812375e-14, 2.280281146521631955e-03
3.845917820453536820e+02, 4.391023667544425961e-14, 2.520439096252471457e-03
3.935500754557773462e+02, 9.129555276021652546e-14, 2.782641291164361479e-03
4.027170343254592240e+02, 1.819122083889091691e-13, 3.068554160703673706e-03
4.120975190973301210e+02, 3.484701721721461333e-13, 3.379934402417059981e-03
4.216965034285823890e+02, 6.436490977946818340e-13, 3.718630594103243710e-03
4.315190768277651614e+02, 1.149545123322466709e-12, 4.086584526550033486e-03
4.415704473533126588e+02, 1.990384336607907849e-12, 4.485832228030434306e-03
4.518559443749222737e+02, 3.349297198610042812e-12, 4.918504651856039391e-03
4.623810213992605327e+02, 5.490150388016406482e-12, 5.386827998587598310e-03
4.731512589614804369e+02, 8.785755625956399528e-12, 5.893123644739308928e-03
4.841723675840995611e+02, 1.375428557304011895e-11, 6.439807650493691547e-03
4.954501908047901679e+02, 2.110650491587708298e-11, 7.029389820060417612e-03
5.069907082747045592e+02, 3.180755867947441206e-11, 7.664472289248784077e-03
5.188000389289611576e+02, 4.715864014841885756e-11, 8.347747616458166611e-03
5.308844442309886063e+02, 6.890597487547064139e-11, 9.081996354620468573e-03
5.432503314924331335e+02, 9.938728586580892149e-11, 9.870084084664785054e-03
5.559042572704038321e+02, 1.417293205863214184e-10, 1.071495789144093040e-02
5.688529308438414773e+02, 2.001141857046446097e-10, 1.161964226782069912e-02
5.821032177708717654e+02, 2.801372006718702800e-10, 1.258723443354621552e-02
5.956621435290105637e+02, 3.892847800852039122e-10, 1.362089905938709475e-02
6.095368972401695373e+02, 5.375674985201057088e-10, 1.472386239057483365e-02
6.237348354824192711e+02, 7.383509629325354677e-10, 1.589940576585658488e-02
6.382634861905492016e+02, 1.009435364872110962e-09, 1.715085853338421326e-02
6.531305526474724275e+02, 1.374443514415721083e-09, 1.848159036780245082e-02
6.683439175686144154e+02, 1.864586629482279391e-09, 1.989500299675705380e-02
6.839116472814295093e+02, 2.520886973825561351e-09, 2.139452134952125537e-02
6.998419960022732766e+02, 3.396946350057967178e-09, 2.298358414478665276e-02
7.161434102129021539e+02, 4.562359139470210097e-09, 2.466563393710603791e-02
7.328245331389040302e+02, 6.106877648495584683e-09, 2.644410664938813202e-02
7.498942093324560574e+02, 8.145445510017191178e-09, 2.832242061833547403e-02
7.673614893618188262e+02, 1.082422127565610857e-08, 3.030396518800459668e-02
7.852356346100721112e+02, 1.432771855105630776e-08, 3.239208888827826288e-02
8.035261221856170550e+02, 1.888719047956901788e-08, 3.459008724065676388e-02
8.222426499470715271e+02, 2.479038448503346792e-08, 3.690119023508697110e-02
8.413951416451949399e+02, 3.239278740758164568e-08, 3.932854952874308835e-02
8.609937521846010213e+02, 4.213047104568946869e-08, 4.187522541778820190e-02
8.810488730080140840e+02, 5.453463331991770401e-08, 4.454417363766790400e-02
9.015711376059573468e+02, 7.024791060922593190e-08, 4.733823205154199382e-02
9.225714271547631142e+02, 9.004251225448869084e-08, 5.026010728485440227e-02
9.440608762859238823e+02, 1.148401989615616136e-07, 5.331236137185085128e-02
9.660508789898134410e+02, 1.457340932038257929e-07, 5.649739847699530859e-02
9.885530946569393791e+02, 1.840122722724807062e-07, 5.981745175697470579e-02
1.011579454259898625e+03, 2.311830540535717339e-07, 6.327457043083990762e-02
1.035142166679344427e+03, 2.890018427724294272e-07, 6.687060712584341760e-02
1.059253725177288970e+03, 3.594993577912992976e-07, 7.060720556379590507e-02
1.083926914021204311e+03, 4.450110242022761212e-07, 7.448578865898604351e-02
1.109174815262401353e+03, 5.482072604538083539e-07, 7.850754708873032561e-02
1.135010815672315857e+03, 6.721243568920626330e-07, 8.267342840490475575e-02
1.161448613840342887e+03, 8.201956009178731972e-07, 8.698412674560071500e-02
1.188502227437019201e+03, 9.962822707337608729e-07, 9.144007321061532745e-02
1.216186000646368257e+03, 1.204704091302416595e-06, 9.604142695593198553e-02
1.244514611771384580e+03, 1.450268724194753792e-06, 1.007880670613175988e-01
1.273503081016662009e+03, 1.738299848322864209e-06, 1.056795852248644391e-01
1.303166778452299013e+03, 2.074663381513233627e-06, 1.107152793257013546e-01
1.333521432163324562e+03, 2.465791394457213648e-06, 1.158941479059245327e-01
1.364583136588924162e+03, 2.918703278110850284e-06, 1.212148855988351009e-01
1.396368361055938067e+03, 3.441023744460986578e-06, 1.266758795487038514e-01
1.428893958511102710e+03, 4.040997266825994313e-06, 1.322752068381850832e-01
1.462177174456718831e+03, 4.727498601090052686e-06, 1.380106329564491086e-01
1.496235656094433352e+03, 5.510039071075998056e-06, 1.438796113198937687e-01
1.531087461682030835e+03, 6.398768349991214793e-06, 1.498792838551017692e-01
1.566751070108148951e+03, 7.404471524916420660e-06, 1.560064826580484787e-01
1.603245390690042086e+03, 8.538561290108750404e-06, 1.622577327222158583e-01
1.640589773199539195e+03, 9.813065178232789862e-06, 1.686292557335695441e-01
1.678804018122561274e+03, 1.124060780435776505e-05, 1.751169749243824958e-01
1.717908387157588095e+03, 1.283438816373780873e-05, 1.817165209617653820e-01
1.757923613958693522e+03, 1.460815209251919522e-05, 1.884232388607394171e-01
1.798870915128788056e+03, 1.657616006500253441e-05, 1.952321958836448768e-01
1.840772001468956887e+03, 1.875315056567831458e-05, 2.021381904015259467e-01
1.883649089489800872e+03, 2.115429933407118928e-05, 2.091357616788095397e-01
1.927524913190937241e+03, 2.379517483606353618e-05, 2.162192005398788364e-01
1.972422736114853933e+03, 2.669169036633866300e-05, 2.233825608754857472e-01
2.018366363681562461e+03, 2.986005322942347185e-05, 2.306196719320818267e-01
2.065380155810529686e+03, 3.331671148672657408e-05, 2.379241513442227896e-01
2.113489039836648317e+03, 3.707829878427984890e-05, 2.452894188433600020e-01
2.162718523727020965e+03, 4.116157780033761278e-05, 2.527087105921319576e-01
2.213094709605637036e+03, 4.558338286463622187e-05, 2.601750940788691846e-01
2.264644307593060148e+03, 5.036056230907397035e-05, 2.676814835147915406e-01
2.317394649968478461e+03, 5.550992110575629797e-05, 2.752206556650595992e-01
2.371373705661656004e+03, 6.104816434035355668e-05, 2.827852660521267825e-01
2.426610095082415228e+03, 6.699184205093751832e-05, 2.903678654658986003e-01
2.483133105295571113e+03, 7.335729593714848044e-05, 2.979609167098180578e-01
2.540972705549304919e+03, 8.016060841632733378e-05, 3.055568115251005579e-01
2.600159563165273084e+03, 8.741755446299277841e-05, 3.131478876172812398e-01
2.660725059798809070e+03, 9.514355663116381685e-05, 3.207264457324912055e-01
2.722701308077913382e+03, 1.033536436067366968e-04, 3.282847667044526130e-01
2.786121168629770182e+03, 1.120624125953067823e-04, 3.358151284259585645e-01
2.851018267503910465e+03, 1.212839957922453172e-04, 3.433098226730864067e-01
2.917427014001167208e+03, 1.310320311305109041e-04, 3.507611717261098772e-01
2.985382618917961281e+03, 1.413196374466431523e-04, 3.581615447306958910e-01
3.054921113215513287e+03, 1.521593941539153079e-04, 3.655033737557550899e-01
3.126079367123956672e+03, 1.635633254417943416e-04, 3.727791694711610759e-01
3.198895109691398375e+03, 1.755428889884883947e-04, 3.799815364271599827e-01
3.273406948788383943e+03, 1.881089691012747145e-04, 3.871031878715103236e-01
3.349654391578276773e+03, 2.012718741559539398e-04, 3.941369600648534921e-01
3.427677865464505885e+03, 2.150413381599888243e-04, 4.010758260618466631e-01
3.507518739525680758e+03, 2.294265262103050340e-04, 4.079129089125743679e-01
3.589219346450054672e+03, 2.444360435884946323e-04, 4.146414942697346229e-01
3.672823004980847145e+03, 2.600779481708821381e-04, 4.212550423425343582e-01
